body_post,LC4,LPLC2,target_type,receives_from_both
220578429,0.0,1.0,UNKNOWN,False
220588580,0.0,1.0,UNKNOWN,False
220597136,0.0,1.0,UNKNOWN,False
220687457,0.0,1.0,UNKNOWN,False
220699530,0.0,1.0,UNKNOWN,False
220711577,0.0,1.0,UNKNOWN,False
220732449,0.0,1.0,UNKNOWN,False
220805261,0.0,1.0,UNKNOWN,False
220809201,0.0,1.0,UNKNOWN,False
220818922,0.0,1.0,UNKNOWN,False
220818933,0.0,1.0,UNKNOWN,False
220934596,0.0,1.0,UNKNOWN,False
220961333,0.0,1.0,UNKNOWN,False
220977549,0.0,1.0,UNKNOWN,False
221048061,0.0,1.0,UNKNOWN,False
221053690,0.0,1.0,UNKNOWN,False
221068245,0.0,1.0,UNKNOWN,False
221123689,0.0,1.0,UNKNOWN,False
221184198,0.0,1.0,UNKNOWN,False
221192992,0.0,1.0,UNKNOWN,False
221195174,0.0,1.0,UNKNOWN,False
221214639,0.0,1.0,UNKNOWN,False
221232885,0.0,1.0,UNKNOWN,False
221279443,0.0,1.0,UNKNOWN,False
221289590,0.0,1.0,UNKNOWN,False
221319740,0.0,1.0,UNKNOWN,False
221343653,0.0,1.0,UNKNOWN,False
221360641,0.0,1.0,UNKNOWN,False
221367356,0.0,1.0,UNKNOWN,False
221426053,0.0,1.0,UNKNOWN,False
221462591,0.0,1.0,UNKNOWN,False
221486709,0.0,1.0,UNKNOWN,False
221521132,0.0,1.0,UNKNOWN,False
221523351,0.0,1.0,UNKNOWN,False
221565673,0.0,1.0,UNKNOWN,False
221581376,0.0,1.0,UNKNOWN,False
221586463,0.0,1.0,UNKNOWN,False
221589733,0.0,1.0,UNKNOWN,False
221602847,0.0,1.0,UNKNOWN,False
221637725,0.0,1.0,UNKNOWN,False
221658070,0.0,1.0,UNKNOWN,False
221658124,0.0,1.0,UNKNOWN,False
221691248,0.0,1.0,UNKNOWN,False
221696511,0.0,1.0,UNKNOWN,False
221746513,0.0,1.0,UNKNOWN,False
221746992,0.0,1.0,UNKNOWN,False
221783438,0.0,1.0,UNKNOWN,False
221797291,0.0,1.0,UNKNOWN,False
221828845,0.0,1.0,UNKNOWN,False
221843001,0.0,1.0,UNKNOWN,False
221901892,0.0,1.0,UNKNOWN,False
221937039,0.0,1.0,UNKNOWN,False
221977017,0.0,1.0,UNKNOWN,False
221977187,0.0,1.0,UNKNOWN,False
221986520,0.0,1.0,UNKNOWN,False
221996193,0.0,1.0,UNKNOWN,False
222028993,0.0,1.0,UNKNOWN,False
222035971,0.0,1.0,UNKNOWN,False
222039432,0.0,1.0,UNKNOWN,False
222049453,0.0,1.0,UNKNOWN,False
222094599,0.0,1.0,UNKNOWN,False
222107039,0.0,1.0,UNKNOWN,False
222120113,0.0,1.0,UNKNOWN,False
222127749,0.0,1.0,UNKNOWN,False
222128845,0.0,1.0,UNKNOWN,False
222194119,0.0,1.0,UNKNOWN,False
222195188,0.0,1.0,UNKNOWN,False
222203578,0.0,1.0,UNKNOWN,False
222256741,0.0,1.0,UNKNOWN,False
222278069,0.0,1.0,UNKNOWN,False
222286495,0.0,1.0,UNKNOWN,False
222312331,0.0,1.0,UNKNOWN,False
222322826,0.0,1.0,UNKNOWN,False
222323609,0.0,1.0,UNKNOWN,False
222359379,0.0,1.0,UNKNOWN,False
222401629,0.0,1.0,UNKNOWN,False
222414898,0.0,1.0,UNKNOWN,False
222451951,0.0,1.0,UNKNOWN,False
222492669,0.0,1.0,UNKNOWN,False
222565397,0.0,1.0,UNKNOWN,False
222597569,0.0,1.0,UNKNOWN,False
222617638,0.0,1.0,UNKNOWN,False
222643291,0.0,1.0,UNKNOWN,False
222651992,0.0,1.0,UNKNOWN,False
222653296,0.0,1.0,UNKNOWN,False
222670535,0.0,1.0,UNKNOWN,False
222692707,0.0,1.0,UNKNOWN,False
222710342,0.0,1.0,UNKNOWN,False
222711941,0.0,1.0,UNKNOWN,False
222801283,0.0,1.0,UNKNOWN,False
222855014,0.0,1.0,UNKNOWN,False
222867105,0.0,1.0,UNKNOWN,False
222887616,0.0,1.0,UNKNOWN,False
222898819,0.0,1.0,UNKNOWN,False
222901259,0.0,1.0,UNKNOWN,False
222913826,0.0,1.0,UNKNOWN,False
222917749,0.0,1.0,UNKNOWN,False
222957115,0.0,1.0,UNKNOWN,False
223005177,0.0,1.0,UNKNOWN,False
223029296,0.0,1.0,UNKNOWN,False
223040959,0.0,1.0,UNKNOWN,False
223064588,0.0,1.0,UNKNOWN,False
223084990,0.0,1.0,UNKNOWN,False
223094273,0.0,1.0,UNKNOWN,False
223094659,0.0,1.0,UNKNOWN,False
223104843,0.0,1.0,UNKNOWN,False
223167609,0.0,1.0,UNKNOWN,False
223181168,0.0,1.0,UNKNOWN,False
223197217,0.0,1.0,UNKNOWN,False
223318466,0.0,1.0,UNKNOWN,False
223334049,0.0,1.0,UNKNOWN,False
223416745,0.0,1.0,UNKNOWN,False
223416906,0.0,1.0,UNKNOWN,False
223466008,0.0,1.0,UNKNOWN,False
223467207,0.0,1.0,UNKNOWN,False
223475211,0.0,1.0,UNKNOWN,False
223514109,0.0,1.0,UNKNOWN,False
223587636,0.0,1.0,UNKNOWN,False
223611103,0.0,1.0,UNKNOWN,False
223614628,0.0,1.0,UNKNOWN,False
223617226,0.0,1.0,UNKNOWN,False
223651466,0.0,1.0,UNKNOWN,False
223689716,0.0,1.0,UNKNOWN,False
223714478,0.0,1.0,UNKNOWN,False
223766561,0.0,1.0,UNKNOWN,False
223824443,0.0,1.0,UNKNOWN,False
223843106,0.0,1.0,UNKNOWN,False
223877734,0.0,1.0,UNKNOWN,False
223885404,0.0,1.0,UNKNOWN,False
223900309,0.0,1.0,UNKNOWN,False
223931276,0.0,1.0,UNKNOWN,False
223951167,0.0,1.0,UNKNOWN,False
223975499,0.0,1.0,UNKNOWN,False
223987910,0.0,1.0,UNKNOWN,False
224044826,0.0,1.0,UNKNOWN,False
224065336,0.0,1.0,UNKNOWN,False
224108641,0.0,1.0,UNKNOWN,False
224110694,0.0,1.0,UNKNOWN,False
224133429,0.0,1.0,UNKNOWN,False
224145762,0.0,1.0,UNKNOWN,False
224176999,0.0,1.0,UNKNOWN,False
224184136,0.0,1.0,UNKNOWN,False
224192276,0.0,1.0,UNKNOWN,False
224285021,0.0,1.0,UNKNOWN,False
224341012,0.0,1.0,UNKNOWN,False
224352849,0.0,1.0,UNKNOWN,False
224361585,0.0,1.0,UNKNOWN,False
224372488,0.0,1.0,UNKNOWN,False
224470852,0.0,1.0,UNKNOWN,False
224484673,0.0,1.0,UNKNOWN,False
224546960,0.0,1.0,UNKNOWN,False
224553819,0.0,1.0,UNKNOWN,False
224568872,0.0,1.0,UNKNOWN,False
224590317,0.0,1.0,UNKNOWN,False
224628685,0.0,1.0,UNKNOWN,False
224701436,0.0,1.0,UNKNOWN,False
224717722,0.0,1.0,UNKNOWN,False
224811908,0.0,1.0,UNKNOWN,False
224814141,0.0,1.0,UNKNOWN,False
224830534,0.0,1.0,UNKNOWN,False
224876017,0.0,1.0,UNKNOWN,False
224922680,0.0,1.0,UNKNOWN,False
224998917,0.0,1.0,UNKNOWN,False
225018829,0.0,1.0,UNKNOWN,False
225026648,0.0,1.0,UNKNOWN,False
225029726,0.0,1.0,UNKNOWN,False
225037422,0.0,1.0,UNKNOWN,False
225044733,0.0,1.0,UNKNOWN,False
225090788,0.0,1.0,UNKNOWN,False
225098284,0.0,1.0,UNKNOWN,False
225099575,0.0,1.0,UNKNOWN,False
225111099,0.0,1.0,UNKNOWN,False
225131665,0.0,1.0,UNKNOWN,False
225165297,0.0,1.0,UNKNOWN,False
225219659,0.0,1.0,UNKNOWN,False
225235857,0.0,1.0,UNKNOWN,False
225241384,0.0,1.0,UNKNOWN,False
225242257,0.0,1.0,UNKNOWN,False
225262988,0.0,1.0,UNKNOWN,False
225267467,0.0,1.0,UNKNOWN,False
225314940,0.0,1.0,UNKNOWN,False
225356603,0.0,1.0,UNKNOWN,False
225381498,0.0,1.0,UNKNOWN,False
225395260,0.0,1.0,UNKNOWN,False
225402444,0.0,1.0,UNKNOWN,False
225424224,0.0,1.0,UNKNOWN,False
225450778,0.0,1.0,UNKNOWN,False
225451113,0.0,1.0,UNKNOWN,False
225464143,0.0,1.0,UNKNOWN,False
225494880,0.0,1.0,UNKNOWN,False
225497669,0.0,1.0,UNKNOWN,False
225501199,0.0,1.0,UNKNOWN,False
225518373,0.0,1.0,UNKNOWN,False
225555999,0.0,1.0,UNKNOWN,False
225594351,0.0,1.0,UNKNOWN,False
225629958,0.0,1.0,UNKNOWN,False
225635299,0.0,1.0,UNKNOWN,False
225681900,0.0,1.0,UNKNOWN,False
225711564,0.0,1.0,UNKNOWN,False
225721412,0.0,1.0,UNKNOWN,False
225797797,0.0,1.0,UNKNOWN,False
225800648,0.0,1.0,UNKNOWN,False
225816811,0.0,1.0,UNKNOWN,False
225823481,0.0,1.0,UNKNOWN,False
225832891,0.0,1.0,UNKNOWN,False
225842162,0.0,1.0,UNKNOWN,False
225842320,0.0,1.0,UNKNOWN,False
225892718,0.0,1.0,UNKNOWN,False
225892807,0.0,1.0,UNKNOWN,False
225898467,0.0,1.0,UNKNOWN,False
225907637,0.0,1.0,UNKNOWN,False
225937326,0.0,1.0,UNKNOWN,False
225955268,0.0,1.0,UNKNOWN,False
225958425,0.0,1.0,UNKNOWN,False
225979598,0.0,1.0,UNKNOWN,False
225990129,0.0,1.0,UNKNOWN,False
225994386,0.0,1.0,UNKNOWN,False
226045450,0.0,1.0,UNKNOWN,False
226052736,0.0,1.0,UNKNOWN,False
226070853,0.0,1.0,UNKNOWN,False
226123250,0.0,1.0,UNKNOWN,False
226140209,0.0,1.0,UNKNOWN,False
226190318,0.0,1.0,UNKNOWN,False
226231257,0.0,1.0,UNKNOWN,False
226257631,0.0,1.0,UNKNOWN,False
226267918,0.0,1.0,UNKNOWN,False
226298355,0.0,1.0,UNKNOWN,False
226342000,0.0,1.0,UNKNOWN,False
226372161,0.0,1.0,UNKNOWN,False
226394317,0.0,1.0,UNKNOWN,False
226396554,0.0,1.0,UNKNOWN,False
226399773,0.0,1.0,UNKNOWN,False
226409893,0.0,1.0,UNKNOWN,False
226436524,0.0,1.0,UNKNOWN,False
226481787,0.0,1.0,UNKNOWN,False
226485963,0.0,1.0,UNKNOWN,False
226486672,0.0,1.0,UNKNOWN,False
226517968,0.0,1.0,UNKNOWN,False
226545259,0.0,1.0,UNKNOWN,False
226547445,0.0,1.0,UNKNOWN,False
226566220,0.0,1.0,UNKNOWN,False
226567938,0.0,1.0,UNKNOWN,False
226568010,0.0,1.0,UNKNOWN,False
226571081,0.0,1.0,UNKNOWN,False
226586216,0.0,1.0,UNKNOWN,False
226586247,0.0,1.0,UNKNOWN,False
226625318,0.0,1.0,UNKNOWN,False
226626102,0.0,1.0,UNKNOWN,False
226626188,0.0,1.0,UNKNOWN,False
226656399,0.0,1.0,UNKNOWN,False
226666838,0.0,1.0,UNKNOWN,False
226666992,0.0,1.0,UNKNOWN,False
226667767,0.0,1.0,UNKNOWN,False
226713738,0.0,1.0,UNKNOWN,False
226733841,0.0,1.0,UNKNOWN,False
226747489,0.0,1.0,UNKNOWN,False
226777416,0.0,1.0,UNKNOWN,False
226805286,0.0,1.0,UNKNOWN,False
226846448,0.0,1.0,UNKNOWN,False
226874647,0.0,1.0,UNKNOWN,False
226890572,0.0,1.0,UNKNOWN,False
226895289,0.0,1.0,UNKNOWN,False
226910577,0.0,1.0,UNKNOWN,False
226928658,0.0,1.0,UNKNOWN,False
226967024,0.0,1.0,UNKNOWN,False
226967466,0.0,1.0,UNKNOWN,False
226976321,0.0,1.0,UNKNOWN,False
226979562,0.0,1.0,UNKNOWN,False
227031945,0.0,1.0,UNKNOWN,False
227036029,0.0,1.0,UNKNOWN,False
227050686,0.0,1.0,UNKNOWN,False
227066403,0.0,1.0,UNKNOWN,False
227101682,0.0,1.0,UNKNOWN,False
227178788,0.0,1.0,UNKNOWN,False
227184744,0.0,1.0,UNKNOWN,False
227266836,0.0,1.0,UNKNOWN,False
227273123,0.0,1.0,UNKNOWN,False
227306541,0.0,1.0,UNKNOWN,False
227383986,0.0,1.0,UNKNOWN,False
227423270,0.0,1.0,UNKNOWN,False
227428180,0.0,1.0,UNKNOWN,False
227450978,0.0,1.0,UNKNOWN,False
227458829,0.0,1.0,UNKNOWN,False
227461685,0.0,1.0,UNKNOWN,False
227500507,0.0,1.0,UNKNOWN,False
227503775,0.0,1.0,UNKNOWN,False
227522860,0.0,1.0,UNKNOWN,False
227607715,0.0,1.0,UNKNOWN,False
227662382,0.0,1.0,UNKNOWN,False
227709663,0.0,1.0,UNKNOWN,False
227720390,0.0,1.0,UNKNOWN,False
227732602,0.0,1.0,UNKNOWN,False
227735044,0.0,1.0,UNKNOWN,False
227736369,0.0,1.0,UNKNOWN,False
227750189,0.0,1.0,UNKNOWN,False
227770151,0.0,1.0,UNKNOWN,False
227800190,0.0,1.0,UNKNOWN,False
227808916,0.0,1.0,UNKNOWN,False
227809933,0.0,1.0,UNKNOWN,False
227817915,0.0,1.0,UNKNOWN,False
227866610,0.0,1.0,UNKNOWN,False
227876093,0.0,1.0,UNKNOWN,False
227887387,0.0,1.0,UNKNOWN,False
227990924,0.0,1.0,UNKNOWN,False
228071867,0.0,1.0,UNKNOWN,False
228086801,0.0,1.0,UNKNOWN,False
228098746,0.0,1.0,UNKNOWN,False
228136729,0.0,1.0,UNKNOWN,False
228166998,0.0,1.0,UNKNOWN,False
228312530,0.0,1.0,UNKNOWN,False
228379244,0.0,1.0,UNKNOWN,False
228400316,0.0,1.0,UNKNOWN,False
228418217,0.0,1.0,UNKNOWN,False
228419500,0.0,1.0,UNKNOWN,False
228434960,0.0,1.0,UNKNOWN,False
228442949,0.0,1.0,UNKNOWN,False
228509291,0.0,1.0,UNKNOWN,False
228510399,0.0,1.0,UNKNOWN,False
228534445,0.0,1.0,UNKNOWN,False
228583390,0.0,1.0,UNKNOWN,False
228608334,0.0,1.0,UNKNOWN,False
228666999,0.0,1.0,UNKNOWN,False
228682331,0.0,1.0,UNKNOWN,False
228694026,0.0,1.0,UNKNOWN,False
228701921,0.0,1.0,UNKNOWN,False
228782217,0.0,1.0,UNKNOWN,False
228797181,0.0,1.0,UNKNOWN,False
228814355,0.0,1.0,UNKNOWN,False
228860196,0.0,1.0,UNKNOWN,False
228863312,0.0,1.0,UNKNOWN,False
228890767,0.0,1.0,UNKNOWN,False
228935708,0.0,1.0,UNKNOWN,False
228963618,0.0,1.0,UNKNOWN,False
228991820,0.0,1.0,UNKNOWN,False
228997887,0.0,1.0,UNKNOWN,False
229002383,0.0,1.0,UNKNOWN,False
229018329,0.0,1.0,UNKNOWN,False
229046119,0.0,1.0,UNKNOWN,False
229069584,0.0,1.0,UNKNOWN,False
229158402,0.0,1.0,UNKNOWN,False
229162030,0.0,1.0,UNKNOWN,False
229168715,0.0,1.0,UNKNOWN,False
229181341,0.0,1.0,UNKNOWN,False
229212693,0.0,1.0,UNKNOWN,False
229216595,0.0,1.0,UNKNOWN,False
229227250,0.0,1.0,UNKNOWN,False
229246946,0.0,1.0,UNKNOWN,False
229280741,0.0,1.0,UNKNOWN,False
229296748,0.0,1.0,UNKNOWN,False
229297013,0.0,1.0,UNKNOWN,False
229334361,0.0,1.0,UNKNOWN,False
229344058,0.0,1.0,UNKNOWN,False
229347815,0.0,1.0,UNKNOWN,False
229384538,0.0,1.0,UNKNOWN,False
229428265,0.0,1.0,UNKNOWN,False
229457047,0.0,1.0,UNKNOWN,False
229473806,0.0,1.0,UNKNOWN,False
229475307,0.0,1.0,UNKNOWN,False
229479767,0.0,1.0,UNKNOWN,False
229502258,0.0,1.0,UNKNOWN,False
229506089,0.0,1.0,UNKNOWN,False
229531799,0.0,1.0,UNKNOWN,False
229543778,0.0,1.0,UNKNOWN,False
229570702,0.0,1.0,UNKNOWN,False
229601533,0.0,1.0,UNKNOWN,False
229651251,0.0,1.0,UNKNOWN,False
229660630,0.0,1.0,UNKNOWN,False
229679416,0.0,1.0,UNKNOWN,False
229682526,0.0,1.0,UNKNOWN,False
229706874,0.0,1.0,UNKNOWN,False
229744885,0.0,1.0,UNKNOWN,False
229758862,0.0,1.0,UNKNOWN,False
229776843,0.0,1.0,UNKNOWN,False
229817961,0.0,1.0,UNKNOWN,False
229822481,0.0,1.0,UNKNOWN,False
229856611,0.0,1.0,UNKNOWN,False
229870391,0.0,1.0,UNKNOWN,False
229888433,0.0,1.0,UNKNOWN,False
229897126,0.0,1.0,UNKNOWN,False
229934373,0.0,1.0,UNKNOWN,False
229938350,0.0,1.0,UNKNOWN,False
229943895,0.0,1.0,UNKNOWN,False
229952073,0.0,1.0,UNKNOWN,False
229986723,0.0,1.0,UNKNOWN,False
230030158,0.0,1.0,UNKNOWN,False
230030178,0.0,1.0,UNKNOWN,False
230032330,0.0,1.0,UNKNOWN,False
230087190,0.0,1.0,UNKNOWN,False
230133273,0.0,1.0,UNKNOWN,False
230179288,0.0,1.0,UNKNOWN,False
230190495,0.0,1.0,UNKNOWN,False
230204218,0.0,1.0,UNKNOWN,False
230205004,0.0,1.0,UNKNOWN,False
230215916,0.0,1.0,UNKNOWN,False
230313221,0.0,1.0,UNKNOWN,False
230321857,0.0,1.0,UNKNOWN,False
230322661,0.0,1.0,UNKNOWN,False
230362802,0.0,1.0,UNKNOWN,False
230388523,0.0,1.0,UNKNOWN,False
230391544,0.0,1.0,UNKNOWN,False
230392259,0.0,1.0,UNKNOWN,False
230449359,0.0,1.0,UNKNOWN,False
230454093,0.0,1.0,UNKNOWN,False
230534112,0.0,1.0,UNKNOWN,False
230535546,0.0,1.0,UNKNOWN,False
230548500,0.0,1.0,UNKNOWN,False
230551261,0.0,1.0,UNKNOWN,False
230566355,0.0,1.0,UNKNOWN,False
230609048,0.0,1.0,UNKNOWN,False
230622347,0.0,1.0,UNKNOWN,False
230632503,0.0,1.0,UNKNOWN,False
230642812,0.0,1.0,UNKNOWN,False
230676227,0.0,1.0,UNKNOWN,False
230719482,0.0,1.0,UNKNOWN,False
230763685,0.0,1.0,UNKNOWN,False
230792373,0.0,1.0,UNKNOWN,False
230793977,0.0,1.0,UNKNOWN,False
230797899,0.0,1.0,UNKNOWN,False
230812894,0.0,1.0,UNKNOWN,False
230821009,0.0,1.0,UNKNOWN,False
230821407,0.0,1.0,UNKNOWN,False
230863800,0.0,1.0,UNKNOWN,False
230916376,0.0,1.0,UNKNOWN,False
230945332,0.0,1.0,UNKNOWN,False
230986631,0.0,1.0,UNKNOWN,False
231021255,0.0,1.0,UNKNOWN,False
231026759,0.0,1.0,UNKNOWN,False
231054381,0.0,1.0,UNKNOWN,False
231149132,0.0,1.0,UNKNOWN,False
231184640,0.0,1.0,UNKNOWN,False
231197685,0.0,1.0,UNKNOWN,False
231218663,0.0,1.0,UNKNOWN,False
231247280,0.0,1.0,UNKNOWN,False
231260152,0.0,1.0,UNKNOWN,False
231318449,0.0,1.0,UNKNOWN,False
231342126,0.0,1.0,UNKNOWN,False
231358995,0.0,1.0,UNKNOWN,False
231363821,0.0,1.0,UNKNOWN,False
231388488,0.0,1.0,UNKNOWN,False
231408361,0.0,1.0,UNKNOWN,False
231424812,0.0,1.0,UNKNOWN,False
231465105,0.0,1.0,UNKNOWN,False
231488949,0.0,1.0,UNKNOWN,False
231565420,0.0,1.0,UNKNOWN,False
231568218,0.0,1.0,UNKNOWN,False
231582764,0.0,1.0,UNKNOWN,False
231612817,0.0,1.0,UNKNOWN,False
231615053,0.0,1.0,UNKNOWN,False
231637890,0.0,1.0,UNKNOWN,False
231785905,0.0,1.0,UNKNOWN,False
231787192,0.0,1.0,UNKNOWN,False
231792068,0.0,1.0,UNKNOWN,False
231864971,0.0,1.0,UNKNOWN,False
231908753,0.0,1.0,UNKNOWN,False
231913279,0.0,1.0,UNKNOWN,False
231920208,0.0,1.0,UNKNOWN,False
231928847,0.0,1.0,UNKNOWN,False
231943659,0.0,1.0,UNKNOWN,False
231947363,0.0,1.0,UNKNOWN,False
231950981,0.0,1.0,UNKNOWN,False
231979730,0.0,1.0,UNKNOWN,False
231999504,0.0,1.0,UNKNOWN,False
232005873,0.0,1.0,UNKNOWN,False
232070151,0.0,1.0,UNKNOWN,False
232077526,0.0,1.0,UNKNOWN,False
232103789,0.0,1.0,UNKNOWN,False
232111479,0.0,1.0,UNKNOWN,False
232134984,0.0,1.0,UNKNOWN,False
232147892,0.0,1.0,UNKNOWN,False
232150437,0.0,1.0,UNKNOWN,False
232158504,0.0,1.0,UNKNOWN,False
232168858,0.0,1.0,UNKNOWN,False
232198113,0.0,1.0,UNKNOWN,False
232266582,0.0,1.0,UNKNOWN,False
232273534,0.0,1.0,UNKNOWN,False
232276643,0.0,1.0,UNKNOWN,False
232324727,0.0,1.0,UNKNOWN,False
232342024,0.0,1.0,UNKNOWN,False
232350922,0.0,1.0,UNKNOWN,False
232366940,0.0,1.0,UNKNOWN,False
232391550,0.0,1.0,UNKNOWN,False
232397093,0.0,1.0,UNKNOWN,False
232419661,0.0,1.0,UNKNOWN,False
232429794,0.0,1.0,UNKNOWN,False
232474976,0.0,1.0,UNKNOWN,False
232498478,0.0,1.0,UNKNOWN,False
232537709,0.0,1.0,UNKNOWN,False
232555960,0.0,1.0,UNKNOWN,False
232571685,0.0,1.0,UNKNOWN,False
232593180,0.0,1.0,UNKNOWN,False
232623415,0.0,1.0,UNKNOWN,False
232623638,0.0,1.0,UNKNOWN,False
232632467,0.0,1.0,UNKNOWN,False
232636643,0.0,1.0,UNKNOWN,False
232652279,0.0,1.0,UNKNOWN,False
232654393,0.0,1.0,UNKNOWN,False
232658586,0.0,1.0,UNKNOWN,False
232685265,0.0,1.0,UNKNOWN,False
232693331,0.0,1.0,UNKNOWN,False
232693883,0.0,1.0,UNKNOWN,False
232837178,0.0,1.0,UNKNOWN,False
232877443,0.0,1.0,UNKNOWN,False
232888749,0.0,1.0,UNKNOWN,False
232939190,0.0,1.0,UNKNOWN,False
233042655,0.0,1.0,UNKNOWN,False
233054962,0.0,1.0,UNKNOWN,False
233064119,0.0,1.0,UNKNOWN,False
233081312,0.0,1.0,UNKNOWN,False
233088718,0.0,1.0,UNKNOWN,False
233098513,0.0,1.0,UNKNOWN,False
233114595,0.0,1.0,UNKNOWN,False
233131155,0.0,1.0,UNKNOWN,False
233211727,0.0,1.0,UNKNOWN,False
233232236,0.0,1.0,UNKNOWN,False
233253609,0.0,1.0,UNKNOWN,False
233265448,0.0,1.0,UNKNOWN,False
233268789,0.0,1.0,UNKNOWN,False
233302587,0.0,1.0,UNKNOWN,False
233350688,0.0,1.0,UNKNOWN,False
233351218,0.0,1.0,UNKNOWN,False
233355677,0.0,1.0,UNKNOWN,False
233394922,0.0,1.0,UNKNOWN,False
233395228,0.0,1.0,UNKNOWN,False
233475976,0.0,1.0,UNKNOWN,False
233512657,0.0,1.0,UNKNOWN,False
233518516,0.0,1.0,UNKNOWN,False
233558243,0.0,1.0,UNKNOWN,False
233585899,0.0,1.0,UNKNOWN,False
233619168,0.0,1.0,UNKNOWN,False
233623238,0.0,1.0,UNKNOWN,False
233636992,0.0,1.0,UNKNOWN,False
233655555,0.0,1.0,UNKNOWN,False
233697568,0.0,1.0,UNKNOWN,False
233729816,0.0,1.0,UNKNOWN,False
233735159,0.0,1.0,UNKNOWN,False
233747289,0.0,1.0,UNKNOWN,False
233803260,0.0,1.0,UNKNOWN,False
233805184,0.0,1.0,UNKNOWN,False
233815407,0.0,1.0,UNKNOWN,False
233853018,0.0,1.0,UNKNOWN,False
233862667,0.0,1.0,UNKNOWN,False
233888145,0.0,1.0,UNKNOWN,False
233914428,0.0,1.0,UNKNOWN,False
233925635,0.0,1.0,UNKNOWN,False
233928372,0.0,1.0,UNKNOWN,False
233938171,0.0,1.0,UNKNOWN,False
233947658,0.0,1.0,UNKNOWN,False
233948178,0.0,1.0,UNKNOWN,False
233978063,0.0,1.0,UNKNOWN,False
233989176,0.0,1.0,UNKNOWN,False
233989548,0.0,1.0,UNKNOWN,False
234062253,0.0,1.0,UNKNOWN,False
234100007,0.0,1.0,UNKNOWN,False
234108378,0.0,1.0,UNKNOWN,False
234141510,0.0,1.0,UNKNOWN,False
234214378,0.0,1.0,UNKNOWN,False
234221780,0.0,1.0,UNKNOWN,False
234254285,0.0,1.0,UNKNOWN,False
234276963,0.0,1.0,UNKNOWN,False
234325707,0.0,1.0,UNKNOWN,False
234361124,0.0,1.0,UNKNOWN,False
234362186,0.0,1.0,UNKNOWN,False
234394755,0.0,1.0,UNKNOWN,False
234396895,0.0,1.0,UNKNOWN,False
234401881,0.0,1.0,UNKNOWN,False
234468508,0.0,1.0,UNKNOWN,False
234491738,0.0,1.0,UNKNOWN,False
234492235,0.0,1.0,UNKNOWN,False
234503079,0.0,1.0,UNKNOWN,False
234505786,0.0,1.0,UNKNOWN,False
234522224,0.0,1.0,UNKNOWN,False
234560513,0.0,1.0,UNKNOWN,False
234566447,0.0,1.0,UNKNOWN,False
234569080,0.0,1.0,UNKNOWN,False
234603776,0.0,1.0,UNKNOWN,False
234607279,0.0,1.0,UNKNOWN,False
234616142,0.0,1.0,UNKNOWN,False
234620772,0.0,1.0,UNKNOWN,False
234632400,0.0,1.0,UNKNOWN,False
234633514,0.0,1.0,UNKNOWN,False
234645797,0.0,1.0,UNKNOWN,False
234658425,0.0,1.0,UNKNOWN,False
234696962,0.0,1.0,UNKNOWN,False
234714183,0.0,1.0,UNKNOWN,False
234742434,0.0,1.0,UNKNOWN,False
234783167,0.0,1.0,UNKNOWN,False
234785214,0.0,1.0,UNKNOWN,False
234787892,0.0,1.0,UNKNOWN,False
234809813,0.0,1.0,UNKNOWN,False
234847455,0.0,1.0,UNKNOWN,False
234862114,0.0,1.0,UNKNOWN,False
234879707,0.0,1.0,UNKNOWN,False
234960849,0.0,1.0,UNKNOWN,False
234964500,0.0,1.0,UNKNOWN,False
234984913,0.0,1.0,UNKNOWN,False
234985912,0.0,1.0,UNKNOWN,False
235020291,0.0,1.0,UNKNOWN,False
235024066,0.0,1.0,UNKNOWN,False
235079206,0.0,1.0,UNKNOWN,False
235090075,0.0,1.0,UNKNOWN,False
235109678,0.0,1.0,UNKNOWN,False
235125682,0.0,1.0,UNKNOWN,False
235135872,0.0,1.0,UNKNOWN,False
235194664,0.0,1.0,UNKNOWN,False
235204081,0.0,1.0,UNKNOWN,False
235209988,0.0,1.0,UNKNOWN,False
235212381,0.0,1.0,UNKNOWN,False
235213673,0.0,1.0,UNKNOWN,False
235216338,0.0,1.0,UNKNOWN,False
235226510,0.0,1.0,UNKNOWN,False
235234214,0.0,1.0,UNKNOWN,False
235243107,0.0,1.0,UNKNOWN,False
235262659,0.0,1.0,UNKNOWN,False
235287406,0.0,1.0,UNKNOWN,False
235291793,0.0,1.0,UNKNOWN,False
235352329,0.0,1.0,UNKNOWN,False
235364201,0.0,1.0,UNKNOWN,False
235386117,0.0,1.0,UNKNOWN,False
235413344,0.0,1.0,UNKNOWN,False
235417034,0.0,1.0,UNKNOWN,False
235425564,0.0,1.0,UNKNOWN,False
235433123,0.0,1.0,UNKNOWN,False
235443113,0.0,1.0,UNKNOWN,False
235515532,0.0,1.0,UNKNOWN,False
235531978,0.0,1.0,UNKNOWN,False
235580748,0.0,1.0,UNKNOWN,False
235587891,0.0,1.0,UNKNOWN,False
235591504,0.0,1.0,UNKNOWN,False
235603570,0.0,1.0,UNKNOWN,False
235615667,0.0,1.0,UNKNOWN,False
235667662,0.0,1.0,UNKNOWN,False
235680604,0.0,1.0,UNKNOWN,False
235707258,0.0,1.0,UNKNOWN,False
235725804,0.0,1.0,UNKNOWN,False
235732892,0.0,1.0,UNKNOWN,False
