source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LPLC2,CB3411,DNge138,1,1,4,1
LPLC2,CB3411,DNp04,1,1,4,1
LPLC2,CB3411,DNpe052,1,1,4,1
LPLC2,CB3513,DNg30,1,1,22,1
LPLC2,CB3513,DNge047,1,1,43,1
LPLC2,CB3513,DNp27,1,1,36,1
LPLC2,CB3513,DNp70,1,1,22,1
LPLC2,CB3544,DNg82,1,1,8,1
LPLC2,CB2940,DNp23,1,1,4,1
LPLC2,CB3544,DNge073,1,1,6,1
LPLC2,CB3544,DNp05,1,1,8,1
LPLC2,CB3544,DNp35,1,1,8,1
LPLC2,CB3544,DNp55,1,1,6,1
LPLC2,CB3544,DNp67,1,1,6,1
LPLC2,CB3598,DNp27,1,1,1,1
LPLC2,CB4101,DNa02,1,1,49,1
LPLC2,CB4101,DNa04,1,1,49,1
LPLC2,CB4101,DNg100,1,1,49,1
LPLC2,CB3400,DNp66,1,1,17,1
LPLC2,CB3400,DNp12,1,1,17,1
LPLC2,CB3400,DNge145,1,1,17,1
LPLC2,CB3400,DNge138,1,1,7,1
LPLC2,CB2940,DNp30,1,1,4,1
LPLC2,CB2940,DNp33,1,1,19,1
LPLC2,CB2940,DNp34,1,1,4,1
LPLC2,CB2940,DNp63,1,1,19,1
LPLC2,CB2940,DNp69,1,1,19,1
LPLC2,CB2940,DNp70,1,1,19,1
LPLC2,CB2940,DNpe042,1,1,19,1
LPLC2,CB2940,DNpe045,1,1,4,1
LPLC2,CB3019,DNp35,1,1,31,1
LPLC2,CB3019,DNp42,1,1,14,1
LPLC2,CB3019,DNpe026,1,1,14,1
LPLC2,CB3201,DNd03,1,1,1,1
LPLC2,CB3201,DNg09_a,1,1,3,1
LPLC2,CB3201,DNge039,1,1,1,1
LPLC2,CB3201,DNp05,1,1,1,1
LPLC2,CB3201,DNp42,1,1,3,1
LPLC2,CB3201,DNpe052,1,1,3,1
LPLC2,CB3400,DNg32,1,1,17,1
LPLC2,CB3400,DNg56,1,1,17,1
LPLC2,CB2254,DNp27,1,1,21,1
LPLC2,CB2254,DNp06,1,1,21,1
LPLC2,CB2254,DNp04,1,1,21,1
LPLC2,CB1139,DNp30,1,1,5,1
LPLC2,CB0929,DNpe031,1,1,21,1
LPLC2,CB0929,DNpe040,1,1,9,1
LPLC2,CB0929,DNpe052,1,1,27,1
LPLC2,CB0929,DNpe056,1,1,18,1
LPLC2,CB1044,DNpe026,1,1,1,1
LPLC2,CB1088,DNpe040,1,1,1,1
LPLC2,CB1108,DNp64,1,1,8,1
LPLC2,CB1108,DNpe052,1,1,8,1
LPLC2,CB1139,DNge138,1,1,5,1
LPLC2,CB1139,DNp55,1,1,5,1
LPLC2,CB1498,DNpe025,1,1,1,1
LPLC2,CB1340,DNp34,1,1,1,1
LPLC2,CB1498,,1,1,1,1
LPLC2,CB1498,DNb08,1,1,1,1
LPLC2,CB1498,DNp02,1,1,1,1
LPLC2,CB1498,DNp04,1,1,1,1
LPLC2,CB1498,DNp09,1,1,2,1
LPLC2,CB1498,DNp27,1,1,2,1
LPLC2,CB1498,DNp32,1,1,1,1
LPLC2,CB1498,DNpe018,1,1,1,1
LPLC2,CB0929,DNpe021,1,1,27,1
LPLC2,CB0929,DNp30,1,1,1,1
LPLC2,CB0929,DNp06,1,1,18,1
LPLC2,CB0929,DNg104,1,1,27,1
LPLC2,CB0414,DNp103,1,1,15,1
LPLC2,CB0414,pIP1,1,1,15,1
LPLC2,CB0431,DNa10,1,1,16,1
LPLC2,CB0431,DNg01_c,1,1,16,1
LPLC2,CB0431,DNg01_d,1,1,16,1
LPLC2,CB0431,DNg64,1,1,16,1
LPLC2,CB0431,DNg88,1,1,16,1
LPLC2,CB0431,DNg90,1,1,16,1
LPLC2,CB0431,DNge054,1,1,16,1
LPLC2,CB0431,DNp08,1,1,16,1
LPLC2,CB0431,DNp10,1,1,16,1
LPLC2,CB0431,DNp102,1,1,16,1
LPLC2,CB0431,DNp26,1,1,16,1
LPLC2,CB0431,DNpe005,1,1,16,1
LPLC2,CB0431,pIP1,1,1,16,1
LPLC2,CB0738,DNp29,1,1,3,1
LPLC2,CB0738,DNpe025,1,1,3,1
LPLC2,CB0738,DNpe031,1,1,3,1
LPLC2,CB0785,DNp34,1,1,1,1
LPLC2,CB1498,DNpe024,1,1,1,1
LPLC2,CB1498,DNpe039,1,1,2,1
LPLC2,CB2254,DNc01,1,1,21,1
LPLC2,CB1932,DNp04,1,1,2,1
LPLC2,CB1908,DNp06,1,1,1,1
LPLC2,CB1908,DNp103,1,1,5,1
LPLC2,CB1908,DNp11,1,1,5,1
LPLC2,CB1908,DNp32,1,1,5,1
LPLC2,CB1908,DNpe024,1,1,5,1
LPLC2,CB1932,DNg24,1,1,1,1
LPLC2,CB1932,DNg40,1,1,1,1
LPLC2,CB1932,DNge130,1,1,1,1
LPLC2,CB1932,DNp02,1,1,1,1
LPLC2,CB1932,DNp27,1,1,1,1
LPLC2,CB1498,DNpe056,1,1,1,1
LPLC2,CB1932,DNp30,1,1,2,1
LPLC2,CB1932,DNp66,1,1,2,1
LPLC2,CB1932,DNpe039,1,1,2,1
LPLC2,CB1934,DNp30,1,1,1,1
LPLC2,CB1934,DNp35,1,1,1,1
LPLC2,CB1934,DNp43,1,1,1,1
LPLC2,CB1973,DNp103,1,1,1,1
LPLC2,CB1973,DNp66,1,1,1,1
LPLC2,CB1973,DNpe040,1,1,1,1
LPLC2,CB1908,DNge149,1,1,1,1
LPLC2,CB1908,DNge141,1,1,5,1
LPLC2,CB1908,DNg24,1,1,1,1
LPLC2,CB1908,DNg105,1,1,5,1
LPLC2,CB1638,DNg24,1,1,39,1
LPLC2,CB1638,DNg30,1,1,52,1
LPLC2,CB1638,DNge130,1,1,39,1
LPLC2,CB1638,DNp34,1,1,39,1
LPLC2,CB1638,DNp43,1,1,52,1
LPLC2,CB1638,DNpe021,1,1,39,1
LPLC2,CB1638,DNpe042,1,1,52,1
LPLC2,CB1688,DNd04,1,1,114,1
LPLC2,CB1688,DNg30,1,1,114,1
LPLC2,CB1688,MDN,1,1,72,1
LPLC2,CB1717,DNa07,1,1,2,1
LPLC2,CB1717,DNp11,1,1,2,1
LPLC2,CB1717,DNp45,1,1,2,1
LPLC2,CB1717,DNp55,1,1,2,1
LPLC2,CB1852,DNa13,1,1,367,1
LPLC2,CB1852,DNae001,1,1,134,1
LPLC2,CB1852,DNp05,1,1,367,1
LPLC2,CB1852,DNpe052,1,1,134,1
LPLC2,CB1908,DNc02,1,1,1,1
LPLC2,CB4101,DNg13,1,1,49,1
LPLC2,CB4101,DNg88,1,1,49,1
LPLC2,CB4101,DNp27,1,1,49,1
LPLC2,CL140,DNbe006,1,1,81,1
LPLC2,CL053,pIP1,1,1,14,1
LPLC2,CL053,pMP2,1,1,14,1
LPLC2,CL131,DNge030,1,1,1,1
LPLC2,CL131,DNp10,1,1,1,1
LPLC2,CL131,DNpe010,1,1,1,1
LPLC2,CL131,DNpe026,1,1,1,1
LPLC2,CL131,DNpe053,1,1,1,1
LPLC2,CL140,DNb04,1,1,128,1
LPLC2,CL140,DNb05,1,1,81,1
LPLC2,CL140,DNg01_b,1,1,128,1
LPLC2,CL140,DNp34,1,1,128,1
LPLC2,CL140,DNg101,1,1,128,1
LPLC2,CL140,DNg13,1,1,128,1
LPLC2,CL140,DNg82,1,1,128,1
LPLC2,CL140,DNp08,1,1,81,1
LPLC2,CL140,DNp09,1,1,81,1
LPLC2,CL140,DNp10,1,1,81,1
LPLC2,CL140,DNp104,1,1,128,1
LPLC2,CL140,DNp11,1,1,81,1
LPLC2,CL140,DNp16_a,1,1,81,1
LPLC2,CL053,DNpe037,1,1,14,1
LPLC2,CL053,DNpe018,1,1,14,1
LPLC2,CL053,DNpe011,1,1,30,1
LPLC2,CL053,DNpe003,1,1,30,1
LPLC2,CL053,DNa02,1,1,30,1
LPLC2,CL053,DNa03,1,1,30,1
LPLC2,CL053,DNa14,1,1,30,1
LPLC2,CL053,DNb01,1,1,14,1
LPLC2,CL053,DNg02_c,1,1,14,1
LPLC2,CL053,DNg02_e,1,1,30,1
LPLC2,CL053,DNg104,1,1,30,1
LPLC2,CL053,DNg110,1,1,14,1
LPLC2,CL053,DNg26,1,1,14,1
LPLC2,CL053,DNg59,1,1,30,1
LPLC2,CL053,DNge043,1,1,30,1
LPLC2,CL053,DNge053,1,1,14,1
LPLC2,CL053,DNp03,1,1,14,1
LPLC2,CL053,DNp104,1,1,14,1
LPLC2,CL053,DNp15,1,1,30,1
LPLC2,CL053,DNp36,1,1,30,1
LPLC2,CL053,DNp48,1,1,30,1
LPLC2,CL053,DNp49,1,1,14,1
LPLC2,CL053,DNp62,1,1,14,1
LPLC2,CL140,DNp30,1,1,128,1
LPLC2,CL140,DNp43,1,1,81,1
LPLC2,CL038,DNpe039,1,1,1,1
LPLC2,CL213,DNp66,1,1,22,1
LPLC2,CL213,DNg43,1,1,22,1
LPLC2,CL213,DNg70,1,1,23,1
LPLC2,CL213,DNg78,1,1,22,1
LPLC2,CL213,DNge048,1,1,22,1
LPLC2,CL213,DNp36,1,1,23,1
LPLC2,CL213,DNp42,1,1,23,1
LPLC2,CL213,DNp45,1,1,23,1
LPLC2,CL213,DNp59,1,1,23,1
LPLC2,CL213,DNp60,1,1,23,1
LPLC2,CL213,DNp67,1,1,23,1
LPLC2,CL140,DNp49,1,1,128,1
LPLC2,CL213,DNpe024,1,1,23,1
LPLC2,CL213,DNpe025,1,1,23,1
LPLC2,CL213,DNpe031,1,1,23,1
LPLC2,CL266_a3,DNb09,1,1,4,1
LPLC2,CL266_a3,DNp26,1,1,4,1
LPLC2,CL266_a3,DNp30,1,1,4,1
LPLC2,CL266_a3,DNp45,1,1,4,1
LPLC2,CL266_a3,DNp62,1,1,4,1
LPLC2,CL266_a3,DNpe040,1,1,4,1
LPLC2,CL213,DNg39,1,1,23,1
LPLC2,CL213,DNg24,1,1,22,1
LPLC2,CL213,DNg22,1,1,22,1
LPLC2,CL213,DNg12_h,1,1,23,1
LPLC2,CL140,DNp60,1,1,128,1
LPLC2,CL140,DNp68,1,1,81,1
LPLC2,CL140,DNp70,1,1,128,1
LPLC2,CL140,DNpe010,1,1,81,1
LPLC2,CL140,DNpe039,1,1,128,1
LPLC2,CL140,DNpe043,1,1,81,1
LPLC2,CL140,DNpe050,1,1,128,1
LPLC2,CL203,DNd03,1,1,1,1
LPLC2,CL203,DNd05,1,1,1,1
LPLC2,CL203,DNge048,1,1,1,1
LPLC2,CL203,DNge103,1,1,1,1
LPLC2,CL203,DNge124,1,1,1,1
LPLC2,CL203,DNge139,1,1,1,1
LPLC2,CL203,DNge142,1,1,1,1
LPLC2,CL203,DNp13,1,1,1,1
LPLC2,CL203,DNpe024,1,1,1,1
LPLC2,CL203,DNpe039,1,1,1,1
LPLC2,CL203,DNpe045,1,1,1,1
LPLC2,CL213,DNg104,1,1,22,1
LPLC2,CL038,DNpe040,1,1,4,1
LPLC2,CL038,DNp66,1,1,4,1
LPLC2,CB4102,DNa07,1,1,4,1
LPLC2,CB4170,DNpe040,1,1,7,1
LPLC2,CB4163,DNp29,1,1,47,1
LPLC2,CB4163,DNpe052,1,1,28,1
LPLC2,CB4168,DNg104,1,1,1,1
LPLC2,CB4168,DNp32,1,1,1,1
LPLC2,CB4168,DNp55,1,1,1,1
LPLC2,CB4168,DNp66,1,1,23,1
LPLC2,CB4168,DNpe040,1,1,23,1
LPLC2,CB4170,DNp04,1,1,7,1
LPLC2,CB4170,DNp70,1,1,1,1
LPLC2,CB4176,DNg08,1,1,1,1
LPLC2,CB4179,DNb05,1,1,2,1
LPLC2,CB4176,DNg40,1,1,1,1
LPLC2,CB4176,DNg51,1,1,1,1
LPLC2,CB4176,DNge039,1,1,1,1
LPLC2,CB4176,DNge181,1,1,1,1
LPLC2,CB4176,DNge184,1,1,1,1
LPLC2,CB4176,DNp02,1,1,1,1
LPLC2,CB4176,DNp06,1,1,1,1
LPLC2,CB4176,DNp30,1,1,1,1
LPLC2,CB4176,DNp55,1,1,1,1
LPLC2,CB4163,DNg104,1,1,30,1
LPLC2,CB4162,pIP1,1,1,4,1
LPLC2,CB4162,DNp55,1,1,31,1
LPLC2,CB4162,DNp42,1,1,31,1
LPLC2,CB4102,DNa10,1,1,4,1
LPLC2,CB4102,DNb04,1,1,4,1
LPLC2,CB4102,DNb05,1,1,9,1
LPLC2,CB4102,DNg01_d,1,1,4,1
LPLC2,CB4102,DNg02_e,1,1,9,1
LPLC2,CB4102,DNg03,1,1,9,1
LPLC2,CB4102,DNg110,1,1,4,1
LPLC2,CB4102,DNg79,1,1,9,1
LPLC2,CB4102,DNg97,1,1,9,1
LPLC2,CB4102,DNp46,1,1,9,1
LPLC2,CB4102,DNp47,1,1,9,1
LPLC2,CB4102,DNp64,1,1,9,1
LPLC2,CB4102,DNpe031,1,1,9,1
LPLC2,CB4102,aSP22,1,1,9,1
LPLC2,CB4116,DNa14,1,1,12,1
LPLC2,CB4116,pMP2,1,1,12,1
LPLC2,CB4162,DNa06,1,1,26,1
LPLC2,CB4162,DNg104,1,1,4,1
LPLC2,CB4162,DNp32,1,1,4,1
LPLC2,CB4176,DNpe052,1,1,1,1
LPLC2,CB4179,DNg15,1,1,1,1
LPLC2,CL038,DNp43,1,1,4,1
LPLC2,CL022_c,DNge090,1,1,1,1
LPLC2,CL022_b,DNp16_a,1,1,26,1
LPLC2,CL022_b,DNp27,1,1,27,1
LPLC2,CL022_b,DNp42,1,1,26,1
LPLC2,CL022_b,DNp46,1,1,27,1
LPLC2,CL022_b,DNp64,1,1,26,1
LPLC2,CL022_b,DNp70,1,1,27,1
LPLC2,CL022_b,DNpe039,1,1,27,1
LPLC2,CL022_c,DNbe002,1,1,1,1
LPLC2,CL022_c,DNg106,1,1,1,1
LPLC2,CL022_c,DNge140,1,1,1,1
LPLC2,CB4179,DNg40,1,1,4,1
LPLC2,CL022_c,DNp70,1,1,1,1
LPLC2,CL022_c,DNp73,1,1,1,1
LPLC2,CL022_c,DNpe039,1,1,1,1
LPLC2,CL038,DNb09,1,1,1,1
LPLC2,CL038,DNg03,1,1,1,1
LPLC2,CL038,DNp02,1,1,4,1
LPLC2,CL038,DNp101,1,1,1,1
LPLC2,CL038,DNp32,1,1,1,1
LPLC2,CL038,DNp35,1,1,4,1
LPLC2,CL022_b,DNp14,1,1,27,1
LPLC2,CL022_b,DNp104,1,1,26,1
LPLC2,CL022_b,DNp07,1,1,27,1
LPLC2,CL022_b,DNg82,1,1,27,1
LPLC2,CB4179,DNg87,1,1,2,1
LPLC2,CB4179,DNge011,1,1,2,1
LPLC2,CB4179,DNge027,1,1,2,1
LPLC2,CB4179,DNge054,1,1,1,1
LPLC2,CB4179,DNp05,1,1,2,1
LPLC2,CB4179,DNp30,1,1,4,1
LPLC2,CB4179,DNp32,1,1,2,1
LPLC2,CB4179,DNp55,1,1,4,1
LPLC2,CB4179,DNp71,1,1,2,1
LPLC2,CB4179,DNpe045,1,1,2,1
LPLC2,CB4179,pIP1,1,1,2,1
LPLC2,CB4180,DNp03,1,1,2,1
LPLC2,CB4180,DNp04,1,1,2,1
LPLC2,CB4180,DNp06,1,1,2,1
LPLC2,CB4245,DNp66,1,1,4,1
LPLC2,CB4245,DNpe031,1,1,4,1
LPLC2,CL022_a,DNp23,1,1,1,1
LPLC2,CL022_a,DNp66,1,1,1,1
LPLC2,CL022_a,DNpe039,1,1,1,1
LPLC2,CB0414,DNge138,1,1,15,1
LPLC2,CB0280,DNp42,1,1,1,1
LPLC2,CB0280,DNp103,1,1,1,1
LPLC2,AVLP507,DNp09,1,1,1,1
LPLC2,AVLP500,DNp43,1,1,1642,1
LPLC2,AVLP501,DNg29,1,1,2,1
LPLC2,AVLP501,DNp35,1,1,2,1
LPLC2,AVLP501,DNp70,1,1,2,1
LPLC2,AVLP501,DNpe031,1,1,2,1
LPLC2,AVLP504,DNde001,1,1,1,1
LPLC2,AVLP504,DNg40,1,1,1,1
LPLC2,AVLP504,DNp30,1,1,1,1
LPLC2,AVLP504,DNp46,1,1,1,1
LPLC2,AVLP507,DNp35,1,1,1,1
LPLC2,AVLP531,DNbe002,1,1,3025,1
LPLC2,AVLP507,DNp64,1,1,1,1
LPLC2,AVLP509,DNc01,1,1,2,1
LPLC2,AVLP509,DNc02,1,1,9,1
LPLC2,AVLP509,DNp42,1,1,9,1
LPLC2,AVLP509,DNp66,1,1,9,1
LPLC2,AVLP509,DNp70,1,1,2,1
LPLC2,AVLP517,DNp38,1,1,67,1
LPLC2,AVLP531,DNa14,1,1,3025,1
LPLC2,AVLP531,DNae008,1,1,3025,1
LPLC2,AVLP500,DNp35,1,1,1642,1
LPLC2,AVLP500,DNp34,1,1,1642,1
LPLC2,AVLP500,DNp09,1,1,1076,1
LPLC2,AVLP500,DNp01,1,1,1076,1
LPLC2,AVLP476,DNp73,1,1,7,1
LPLC2,AVLP476,DNpe020,1,1,7,1
LPLC2,AVLP476,DNpe021,1,1,7,1
LPLC2,AVLP476,DNpe024,1,1,7,1
LPLC2,AVLP476,DNpe039,1,1,7,1
LPLC2,AVLP479,DNd03,1,1,1427,1
LPLC2,AVLP479,DNp101,1,1,1001,1
LPLC2,AVLP479,DNp29,1,1,1097,1
LPLC2,AVLP479,DNp69,1,1,1454,1
LPLC2,AVLP479,DNp71,1,1,1097,1
LPLC2,AVLP479,DNpe040,1,1,1427,1
LPLC2,AVLP490,DNg104,1,1,4,1
LPLC2,AVLP490,DNp32,1,1,5,1
LPLC2,AVLP490,DNp70,1,1,2,1
LPLC2,AVLP490,DNpe031,1,1,2,1
LPLC2,AVLP490,pIP1,1,1,4,1
LPLC2,AVLP492,DNp09,1,1,1,1
LPLC2,AVLP500,,1,1,1076,1
LPLC2,AVLP500,DNg104,1,1,1642,1
LPLC2,AVLP531,DNb05,1,1,1610,1
LPLC2,AVLP531,DNd03,1,1,3025,1
LPLC2,AVLP476,DNp59,1,1,7,1
LPLC2,AVLP538,DNp59,1,1,11,1
LPLC2,AVLP538,DNa01,1,1,29,1
LPLC2,AVLP538,DNa06,1,1,29,1
LPLC2,AVLP538,DNa08,1,1,29,1
LPLC2,AVLP538,DNa11,1,1,29,1
LPLC2,AVLP538,DNae002,1,1,29,1
LPLC2,AVLP538,DNc02,1,1,29,1
LPLC2,AVLP538,DNge032,1,1,11,1
LPLC2,AVLP538,DNp06,1,1,29,1
LPLC2,AVLP538,DNp29,1,1,11,1
LPLC2,AVLP538,DNp60,1,1,29,1
LPLC2,AVLP531,DNg03,1,1,1610,1
LPLC2,AVLP538,DNpe037,1,1,29,1
LPLC2,AVLP538,DNpe043,1,1,11,1
LPLC2,AVLP538,DNpe053,1,1,29,1
LPLC2,AVLP539,CB0429,1,1,1,1
LPLC2,AVLP539,DNge032,1,1,1,1
LPLC2,AVLP539,DNp27,1,1,1,1
LPLC2,AVLP539,DNp43,1,1,1,1
LPLC2,AVLP539,DNpe024,1,1,1,1
LPLC2,AVLP539,DNpe026,1,1,1,1
LPLC2,AVLP537,DNpe042,1,1,3,1
LPLC2,AVLP537,DNpe039,1,1,8,1
LPLC2,AVLP537,DNpe025,1,1,3,1
LPLC2,AVLP537,DNp32,1,1,3,1
LPLC2,AVLP531,DNg30,1,1,1610,1
LPLC2,AVLP531,DNp11,1,1,1610,1
LPLC2,AVLP531,DNp24,1,1,3025,1
LPLC2,AVLP531,DNp30,1,1,3025,1
LPLC2,AVLP531,DNp55,1,1,1610,1
LPLC2,AVLP531,DNp57,1,1,1610,1
LPLC2,AVLP531,DNpe006,1,1,3025,1
LPLC2,AVLP531,DNpe024,1,1,1610,1
LPLC2,AVLP531,DNpe031,1,1,3025,1
LPLC2,AVLP531,DNpe045,1,1,3025,1
LPLC2,AVLP531,DNpe053,1,1,3025,1
LPLC2,AVLP531,DNpe056,1,1,1610,1
LPLC2,AVLP531,pIP10,1,1,3025,1
LPLC2,AVLP536,DNg104,1,1,1,1
LPLC2,AVLP536,DNp27,1,1,1,1
LPLC2,AVLP536,DNp66,1,1,1,1
LPLC2,AVLP536,DNpe021,1,1,1,1
LPLC2,AVLP536,DNpe056,1,1,1,1
LPLC2,AVLP537,DNp06,1,1,8,1
LPLC2,AVLP476,DNp67,1,1,7,1
LPLC2,AVLP476,DNp46,1,1,7,1
LPLC2,AVLP539,DNpe056,1,1,1,1
LPLC2,AVLP430,DNpe031,1,1,68,1
LPLC2,AVLP429,DNb09,1,1,24,1
LPLC2,AVLP429,DNg106,1,1,28,1
LPLC2,AVLP429,DNp03,1,1,28,1
LPLC2,AVLP429,DNp05,1,1,28,1
LPLC2,AVLP429,DNp45,1,1,24,1
LPLC2,AVLP429,DNpe024,1,1,24,1
LPLC2,AVLP430,DNb05,1,1,77,1
LPLC2,AVLP430,DNp103,1,1,68,1
LPLC2,AVLP430,DNpe021,1,1,68,1
LPLC2,AVLP430,DNpe040,1,1,68,1
LPLC2,AVLP449,DNpe024,1,1,1,1
LPLC2,AVLP437,DNg104,1,1,3,1
LPLC2,AVLP437,DNg30,1,1,2,1
LPLC2,AVLP437,DNge054,1,1,3,1
LPLC2,AVLP437,DNp34,1,1,3,1
LPLC2,AVLP437,DNpe021,1,1,2,1
LPLC2,AVLP437,DNpe025,1,1,2,1
LPLC2,AVLP437,DNpe040,1,1,2,1
LPLC2,AVLP449,DNp04,1,1,1,1
LPLC2,AVLP449,DNp23,1,1,1,1
LPLC2,AVLP398,DNpe042,1,1,1,1
LPLC2,AVLP398,DNp42,1,1,1,1
LPLC2,AVLP398,DNge032,1,1,1,1
LPLC2,AVLP398,DNg81,1,1,1,1
LPLC2,AVLP370_a,DNa11,1,1,61,1
LPLC2,AVLP370_a,DNae001,1,1,147,1
LPLC2,AVLP370_a,DNbe006,1,1,61,1
LPLC2,AVLP370_a,DNp35,1,1,147,1
LPLC2,AVLP370_a,DNp42,1,1,61,1
LPLC2,AVLP370_a,DNp62,1,1,147,1
LPLC2,AVLP370_a,DNpe024,1,1,61,1
LPLC2,AVLP370_a,DNpe040,1,1,61,1
LPLC2,AVLP370_a,DNpe052,1,1,147,1
LPLC2,AVLP396,DNp04,1,1,497,1
LPLC2,AVLP396,DNpe026,1,1,425,1
LPLC2,AVLP396,DNpe031,1,1,497,1
LPLC2,AVLP396,DNpe040,1,1,497,1
LPLC2,AVLP396,DNpe052,1,1,497,1
LPLC2,AVLP398,DNg09_b,1,1,1,1
LPLC2,AVLP398,DNg12_e,1,1,1,1
LPLC2,AVLP398,DNg29,1,1,1,1
LPLC2,AVLP398,DNg40,1,1,1,1
LPLC2,AVLP398,DNg57,1,1,1,1
LPLC2,AVLP449,DNp67,1,1,1,1
LPLC2,AVLP449,DNpe031,1,1,1,1
LPLC2,AVLP476,DNp18,1,1,7,1
LPLC2,AVLP476,DNg55,1,1,7,1
LPLC2,AVLP476,DNa11,1,1,7,1
LPLC2,AVLP476,DNb05,1,1,7,1
LPLC2,AVLP476,DNc02,1,1,7,1
LPLC2,AVLP476,DNd03,1,1,7,1
LPLC2,AVLP476,DNd05,1,1,7,1
LPLC2,AVLP476,DNg100,1,1,7,1
LPLC2,AVLP476,DNg101,1,1,7,1
LPLC2,AVLP476,DNg102,1,1,7,1
LPLC2,AVLP476,DNg30,1,1,7,1
LPLC2,AVLP476,DNg74_a,1,1,7,1
LPLC2,AVLP449,DNpe037,1,1,1,1
LPLC2,AVLP476,DNg86,1,1,7,1
LPLC2,AVLP476,DNge046,1,1,7,1
LPLC2,AVLP476,DNge047,1,1,7,1
LPLC2,AVLP476,DNge059,1,1,7,1
LPLC2,AVLP476,DNge139,1,1,7,1
LPLC2,AVLP476,DNge141,1,1,7,1
LPLC2,AVLP476,DNp02,1,1,7,1
LPLC2,AVLP476,DNp04,1,1,7,1
LPLC2,AVLP476,DNp101,1,1,7,1
LPLC2,AVLP452,DNpe053,1,1,2,1
LPLC2,AVLP452,DNpe039,1,1,2,1
LPLC2,AVLP452,DNpe031,1,1,2,1
LPLC2,AVLP452,DNpe020,1,1,2,1
LPLC2,AVLP449,DNpe050,1,1,1,1
LPLC2,AVLP449,DNpe053,1,1,1,1
LPLC2,AVLP452,DNa11,1,1,2,1
LPLC2,AVLP452,DNb05,1,1,2,1
LPLC2,AVLP452,DNbe002,1,1,2,1
LPLC2,AVLP452,DNbe006,1,1,2,1
LPLC2,AVLP452,DNd03,1,1,2,1
LPLC2,AVLP452,DNg24,1,1,2,1
LPLC2,AVLP452,DNg29,1,1,2,1
LPLC2,AVLP452,DNg30,1,1,2,1
LPLC2,AVLP452,DNge018,1,1,2,1
LPLC2,AVLP452,DNge054,1,1,2,1
LPLC2,AVLP452,DNge130,1,1,2,1
LPLC2,AVLP452,DNge133,1,1,2,1
LPLC2,AVLP452,DNge141,1,1,2,1
LPLC2,AVLP452,DNp32,1,1,2,1
LPLC2,AVLP452,DNp43,1,1,2,1
LPLC2,AVLP452,DNp68,1,1,2,1
LPLC2,AVLP452,DNp71,1,1,2,1
LPLC2,AVLP539,DNpe050,1,1,1,1
LPLC2,AVLP543,DNg29,1,1,5,1
LPLC2,CB0280,DNp06,1,1,1,1
LPLC2,AVLP711m,DNpe034,1,1,42,1
LPLC2,AVLP711m,DNa13,1,1,42,1
LPLC2,AVLP711m,DNg111,1,1,42,1
LPLC2,AVLP711m,DNg30,1,1,42,1
LPLC2,AVLP711m,DNp04,1,1,190,1
LPLC2,AVLP711m,DNp27,1,1,137,1
LPLC2,AVLP711m,DNp60,1,1,190,1
LPLC2,AVLP711m,DNp71,1,1,42,1
LPLC2,AVLP711m,DNpe021,1,1,42,1
LPLC2,AVLP711m,DNpe031,1,1,137,1
LPLC2,AVLP711m,DNpe040,1,1,137,1
LPLC2,AVLP720m,DNp32,1,1,1,1
LPLC2,AVLP720m,DNae001,1,1,1,1
LPLC2,AVLP720m,DNg13,1,1,1,1
LPLC2,AVLP720m,DNg29,1,1,1,1
LPLC2,AVLP720m,DNg35,1,1,1,1
LPLC2,AVLP720m,DNg40,1,1,1,1
LPLC2,AVLP720m,DNge032,1,1,1,1
LPLC2,AVLP720m,DNge047,1,1,1,1
LPLC2,AVLP720m,DNp02,1,1,1,1
LPLC2,AVLP720m,DNp29,1,1,1,1
LPLC2,AVLP711m,DNa01,1,1,190,1
LPLC2,AVLP711m,,1,1,42,1
LPLC2,AVLP708m,DNpe048,1,1,6,1
LPLC2,AVLP708m,DNpe042,1,1,6,1
LPLC2,AVLP610,DNpe007,1,1,6,1
LPLC2,AVLP610,DNpe022,1,1,2,1
LPLC2,AVLP610,DNpe023,1,1,6,1
LPLC2,AVLP610,DNpe050,1,1,2,1
LPLC2,AVLP610,DNpe053,1,1,2,1
LPLC2,AVLP610,DNxl114,1,1,6,1
LPLC2,AVLP610,aSP22,1,1,2,1
LPLC2,AVLP705m,DNp05,1,1,1,1
LPLC2,AVLP705m,DNp11,1,1,1,1
LPLC2,AVLP705m,DNp45,1,1,1,1
LPLC2,AVLP705m,DNpe053,1,1,1,1
LPLC2,AVLP708m,DNa04,1,1,6,1
LPLC2,AVLP708m,DNg13,1,1,6,1
LPLC2,AVLP708m,DNge083,1,1,6,1
LPLC2,AVLP708m,DNp10,1,1,6,1
LPLC2,AVLP708m,DNp104,1,1,6,1
LPLC2,AVLP708m,DNp13,1,1,6,1
LPLC2,AVLP708m,DNp63,1,1,6,1
LPLC2,AVLP708m,DNpe001,1,1,6,1
LPLC2,AVLP720m,DNp30,1,1,1,1
LPLC2,AVLP720m,DNp60,1,1,1,1
LPLC2,AVLP610,DNp64,1,1,6,1
LPLC2,CB0128,DNp29,1,1,14,1
LPLC2,CB0128,DNg104,1,1,14,1
LPLC2,CB0128,DNg34,1,1,14,1
