source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LC4,PLP029,DNa09,1,1,310,2
LC4,LoVP50,DNg56,2,2,8,2
LPLC2,SAD013,DNg95,1,1,150,2
LC4,AN10B019,DNp09,1,1,1,2
LC4,LoVP50,DNg51,2,2,7,2
LPLC2,WED104,DNg34,2,2,83,2
LC4,CB3544,DNpe021,2,2,517,2
LPLC2,PVLP046,DNge026,2,2,7,2
LC4,LoVP50,DNa09,1,1,6,2
LPLC2,PVLP019,DNp09,1,1,57,2
LPLC2,LoVP18,DNb07,1,1,1,2
LPLC2,PVLP046,DNge035,1,1,1,2
LPLC2,CL203,DNge099,1,1,1,2
LC4,LoVP43,DNde002,1,1,1,2
LC4,CB2676,DNd03,1,1,10,2
LPLC2,CL203,DNge151,1,1,1,2
LPLC2,LoVP18,DNbe001,2,2,2,2
LC4,LoVP33,DNpe022,1,1,1,2
LC4,AOTU034,DNp12,1,1,32,2
LC4,CB2664,DNp71,1,1,46,2
LC4,LoVP33,DNd05,1,1,1,2
LPLC2,CL203,DNp54,1,1,1,2
LC4,CB2676,DNp02,2,2,16,2
LC4,LoVP50,DNp08,1,1,4,2
LPLC2,LoVP18,DNae002,1,1,1,2
LC4,LoVP50,DNp16_b,1,1,9,2
LPLC2,LoVCLo3,DNa07,1,1,71,2
LC4,LoVP53,DNp38,2,2,37,2
LC4,LoVP53,DNp35,2,2,37,2
LPLC2,CL140,DNpe003,1,2,162,2
LC4,LoVP53,DNp19,1,1,21,2
LPLC2,CB2472,DNp04,1,1,3,2
LC4,PLP019,DNpe027,1,1,1,2
LPLC2,CL140,DNpe016,2,2,209,2
LPLC2,CL140,DNpe020,1,1,128,2
LPLC2,WED061,DNp27,1,1,24,2
LC4,AN10B019,DNpe006,1,1,1,2
LC4,LoVP53,DNp103,2,2,37,2
LPLC2,LoVC7,DNpe021,1,1,1,2
LPLC2,CL140,DNpe052,2,2,209,2
LC4,LoVP53,DNge132,1,1,21,2
LC4,LoVP53,DNg84,1,1,21,2
LC4,LoVP53,DNg56,1,1,16,2
LPLC2,PVLP034,MDN,1,2,22,2
LC4,LoVP53,DNbe001,1,1,16,2
LC4,AN10B019,DNp42,1,1,1,2
LC4,PLP019,DNpe028,1,1,1,2
LC4,LoVP50,DNpe045,1,1,9,2
LC4,CB3544,DNp43,2,2,517,2
LC4,AOTU034,DNg08,1,2,64,2
LC4,PLP019,DNpe040,1,1,1,2
LC4,CB3400,DNp03,2,2,1419,2
LC4,WED104,DNge041,1,1,4,2
LPLC2,LoVP103,DNg39,1,1,2,2
LPLC2,WED104,DNbe003,1,1,45,2
LC4,M_spPN4t9,DNp29,1,1,12,2
LC4,AN17B013,DNp69,1,1,2,2
LC4,M_spPN4t9,DNp12,1,1,12,2
LPLC2,CB3019,DNpe040,2,2,45,2
LPLC2,PVLP031,DNpe045,1,2,2,2
LPLC2,CL053,DNbe005,1,1,30,2
LPLC2,CL053,DNg01_c,2,2,44,2
LC4,AN17B013,DNp04,1,1,3,2
LC4,OLVC5,DNge152,1,1,1,2
LC4,PLP017,DNp34,1,1,3,2
LPLC2,WED061,DNpe031,2,2,68,2
LC4,ANXXX109,DNp32,1,1,14,2
LPLC2,CL053,DNg02_f,1,1,30,2
LC4,MeLo11,DNp11,2,2,3,2
LPLC2,PVLP021,DNge011,2,2,29,2
LPLC2,LoVP103,DNp56,1,1,2,2
LPLC2,CL053,DNg03,1,1,30,2
LPLC2,CL053,DNg04,2,2,44,2
LC4,AN17B013,DNg40,1,1,3,2
LC4,CB2940,DNg82,1,2,34,2
LPLC2,CL053,DNg08,1,1,30,2
LC4,CB3376,DNg01_b,1,1,1,2
LC4,LoVP99,DNb05,1,1,1,2
LPLC2,SAD013,DNg24,1,1,150,2
LPLC2,SAD013,DNg32,2,2,165,2
LPLC2,CL053,DNg34,1,1,30,2
LPLC2,WED072,DNa11,1,1,1,2
LC4,MeLo11,DNp27,1,1,1,2
LC4,PLP019,DNa02,1,1,1,2
LPLC2,PVLP031,DNp55,1,1,8,2
LPLC2,LoVCLo3,DNp55,2,2,159,2
LC4,MeVC23,DNp11,2,2,15,2
LPLC2,CL038,DNp27,1,2,2,2
LPLC2,LoVCLo3,DNp49,1,1,88,2
LPLC2,LoVCLo3,DNp47,1,1,88,2
LC4,MeVC22,DNp27,1,1,1,2
LPLC2,SAD013,DNde003,2,2,165,2
LPLC2,CL038,DNp47,2,2,5,2
LPLC2,CL038,DNp59,1,2,2,2
LPLC2,LoVCLo3,DNp43,2,2,159,2
LPLC2,CL038,DNp68,1,1,4,2
LPLC2,PVLP021,DNp13,1,1,2,2
LPLC2,CB3201,DNg56,2,2,4,2
LC4,MeLo11,DNp30,2,2,2,2
LPLC2,CL038,DNpe037,1,1,1,2
LPLC2,LoVCLo3,DNp36,1,2,176,2
LPLC2,CB3201,DNg40,2,2,4,2
LPLC2,CL038,DNpe053,2,2,5,2
LPLC2,CL053,DNa05,1,1,30,2
LPLC2,CL053,DNa09,1,2,60,2
LC4,CB3376,DNbe006,1,1,5,2
LPLC2,LoVCLo3,DNp32,1,2,176,2
LC4,MeLo12,DNc02,2,2,7,2
LPLC2,LoVP103,DNge083,1,1,2,2
LPLC2,CL053,DNae002,2,2,44,2
LPLC2,WED104,DNae007,1,1,45,2
LPLC2,SAD011,DNge145,1,1,1,2
LPLC2,LoVCLo3,DNp12,2,2,159,2
LC4,LoVP93,DNpe005,1,1,45,2
LPLC2,LoVP108,DNde001,1,1,2,2
LC4,CB3376,DNp56,1,1,5,2
LC4,CB3376,DNp69,1,1,3,2
LC4,AN17B005,DNge182,1,1,2,2
LC4,LoVP92,DNb09,2,2,5,2
LC4,PLP018,pIP1,2,2,16,2
LC4,AOTU032,DNbe007,1,1,15,2
LC4,LoVP92,DNae005,2,2,2,2
LC4,AN17B005,DNge113,1,1,2,2
LC4,LoVP92,DNae002,2,2,4,2
LPLC2,WED061,DNp43,2,2,102,2
LPLC2,PVLP034,DNge054,1,1,11,2
LPLC2,CB2940,DNp05,2,2,23,2
LPLC2,CL053,aSP22,1,2,28,2
LC4,ANXXX109,DNpe042,1,1,14,2
LPLC2,LoVCLo3,DNge141,1,1,71,2
LPLC2,LoVCLo3,DNge054,1,1,71,2
LPLC2,PVLP034,DNge136,1,1,8,2
LPLC2,CL131,DNae002,1,1,1,2
LC4,LoVP89,DNp57,1,1,1,2
LC4,CB3376,DNpe037,1,1,5,2
LC4,AN17B005,DNge102,1,1,2,2
LPLC2,LoVP108,DNg104,2,2,3,2
LC4,LoVP89,DNb05,1,1,1,2
LC4,LoVP85,pIP1,2,2,606,2
LPLC2,CL131,DNge107,1,1,1,2
LC4,LoVP85,DNpe043,2,2,606,2
LPLC2,PVLP216m,DNpe025,2,2,8,2
LPLC2,PVLP216m,DNpe050,1,1,1,2
LC4,LoVP92,DNge124,1,1,3,2
LC4,CB2676,DNpe052,1,1,10,2
LPLC2,CB3019,DNge032,1,1,14,2
LPLC2,CL053,DNg94,1,1,30,2
LPLC2,CB2940,DNpe056,1,1,19,2
LC4,CB3376,DNg02_f,1,1,5,2
LPLC2,PVLP034,CB0429,1,1,2,2
LPLC2,LoVCLo3,DNp11,1,1,71,2
LC4,CB3376,DNg88,1,1,1,2
LPLC2,CB2940,DNpe031,1,1,19,2
LC4,LoVP93,DNg13,1,1,16,2
LC4,LoVP93,DNg04,2,2,104,2
LPLC2,CB2940,DNpe021,2,2,23,2
LC4,PLP018,DNp34,1,1,7,2
LC4,PLP018,DNp35,2,2,33,2
LPLC2,PVLP216m,pIP10,1,1,5,2
LC4,PLP018,DNp57,1,1,9,2
LC4,CB3376,DNp03,2,2,4,2
LPLC2,CL053,DNge141,1,1,14,2
LPLC2,CL053,DNge152,1,1,14,2
LC4,LoVP93,DNae009,2,2,50,2
LC4,LoVP93,DNae007,2,2,40,2
LPLC2,PVLP034,DNa08,2,2,10,2
LC4,CB2676,DNpe056,2,2,16,2
LPLC2,LoVCLo3,DNp09,2,2,159,2
LC4,LoVP93,DNa04,1,1,16,2
LC4,CB3376,DNp33,2,2,6,2
LC4,WED104,DNge054,1,1,4,2
LPLC2,LoVC22,DNg102,2,2,6,2
LC4,LoVC22,DNpe015,1,2,2,2
LPLC2,LPT28,DNg36_a,1,1,4,2
LC4,LAL301m,DNp63,1,1,13,2
LPLC2,LPT28,DNge108,1,2,12,2
LPLC2,LPT28,DNge097,1,1,6,2
LPLC2,LPT28,DNge006,1,1,6,2
LC4,CL022_b,DNp43,1,2,22,2
LPLC2,PVLP203m,DNde005,1,1,2,2
LC4,LC10c-2,DNp63,2,2,2,2
LPLC2,LoVC15,DNg02_e,1,1,2,2
LC4,5-HTPMPV03,DNb06,2,2,2,2
LPLC2,PVLP203m,DNg100,1,1,2,2
LPLC2,PVLP203m,DNg105,1,1,2,2
LC4,5-HTPMPV03,DNg30,1,1,1,2
LC4,LC14a-1,DNp04,1,1,13,2
LC4,CL022_b,DNp05,1,1,11,2
LC4,LC14a-2,DNg35,1,1,1,2
LPLC2,LPT23,DNae005,1,1,3,2
LC4,LAL301m,DNp101,1,1,13,2
LPLC2,PVLP126_b,DNp69,1,1,14,2
LPLC2,PVLP203m,DNa02,1,1,2,2
LPLC2,LPT28,DNp26,1,1,4,2
LPLC2,LoVC15,DNa01,2,2,2,2
LPLC2,PVLP127,DNg30,1,1,1,2
LC4,CL022_b,DNp71,1,1,11,2
LPLC2,LoVC15,DNae007,1,1,1,2
LPLC2,LPT29,DNde002,1,1,8,2
LPLC2,LPT29,DNd03,1,1,4,2
LC4,LAL301m,DNae005,1,1,13,2
LC4,LAL301m,DNb09,1,1,13,2
LC4,LAL301m,DNbe003,1,1,13,2
LPLC2,LPT28,DNpe015,2,2,10,2
LC4,CL022_b,DNp68,1,1,14,2
LPLC2,aMe8,DNg30,1,1,1,2
LC4,LAL301m,DNge041,2,2,37,2
LPLC2,LPT28,DNp47,1,1,4,2
LC4,5-HTPMPV03,DNg13,2,2,2,2
LPLC2,LPT22,aSP22,1,1,31,2
LPLC2,LPT22,DNbe005,1,1,19,2
LPLC2,LPT22,DNbe001,1,1,31,2
LPLC2,LPT114,DNge097,2,2,3,2
LPLC2,LoVC15,DNge148,1,1,1,2
LC4,LC19,aSP22,1,1,1,2
LC4,LC21,DNpe052,2,2,4,2
LC4,CL022_a,DNpe020,1,1,1,2
LC4,CL022_a,DNp71,1,1,1,2
LPLC2,LPT114,DNb02,2,2,4,2
LPLC2,LPT114,DNae002,2,2,4,2
LPLC2,LoVC15,DNp36,1,1,1,2
LPLC2,LPT111,DNp27,2,2,2,2
LPLC2,LPT111,DNp26,2,2,2,2
LPLC2,LPT100,DNp17,1,1,1,2
LC4,5-HTPMPV03,DNg59,1,2,2,2
LPLC2,LPLC4,aSP22,2,2,92,2
LPLC2,LPLC4,DNpe029,2,2,115,2
LC4,LC22,DNp07,2,2,3,2
LPLC2,LPT114,DNge094,2,2,5,2
LC4,CL022_a,DNpe026,1,1,1,2
LPLC2,LPT22,DNb09,2,2,50,2
LPLC2,PVLP124,DNp09,2,2,28,2
LC4,LC16,DNg104,2,2,3,2
LC4,5-HTPMPV03,DNg42,1,2,2,2
LPLC2,LPT22,DNae003,1,1,19,2
LPLC2,PVLP124,DNpe020,1,1,16,2
LC4,CL022_b,DNge090,1,1,11,2
LC4,5-HTPMPV03,DNg49,2,2,2,2
LC4,CL022_b,DNg08,1,1,11,2
LC4,CL022_b,DNb09,1,1,11,2
LPLC2,PVLP124,DNp64,2,2,28,2
LPLC2,LPT114,DNpe026,1,1,2,2
LPLC2,LPT114,DNp63,2,2,4,2
LPLC2,LoVC15,DNg94,1,1,1,2
LC4,LC19,DNae006,1,1,1,2
LC4,LC19,DNg01_c,1,1,1,2
LPLC2,LPT114,DNp06,2,2,3,2
LPLC2,LPT29,DNge083,1,1,4,2
LC4,LAL300m,DNpe020,2,2,62,2
LC4,LAL300m,DNge138,1,1,35,2
LC4,IB114,DNpe056,1,1,208,2
LC4,IB114,pIP1,1,1,208,2
LC4,IB114,pIP10,2,2,416,2
LC4,5-HTPMPV03,DNg01_unclear,1,1,1,2
LC4,CL053,DNb04,1,1,1,2
LPLC2,PVLP151,DNp59,2,2,3393,2
LC4,CL053,DNa09,1,2,2,2
LC4,CL053,DNa05,1,1,1,2
LPLC2,PVLP128,DNp03,1,1,1,2
LPLC2,PVLP128,DNge152,1,1,1,2
LC4,LAL026_a,DNp09,1,1,124,2
LPLC2,Li25,DNp11,2,2,2,2
LPLC2,LPT50,DNb06,1,1,61,2
LC4,CL022_c,DNpe001,1,1,1,2
LC4,LAL026_b,DNae009,1,1,42,2
LC4,CL022_c,DNp73,2,2,3,2
LPLC2,Li17,DNc01,1,1,3,2
LPLC2,LPT51,DNge141,2,2,3,2
LPLC2,LPT49,DNp27,1,1,2,2
LC4,IB114,DNp69,1,1,208,2
LC4,CL053,DNg02_f,1,1,1,2
LC4,IB114,DNge099,2,2,416,2
LC4,IB114,DNp101,1,2,416,2
LPLC2,LPT52,DNg106,1,1,4,2
LC4,IB114,DNp14,1,1,208,2
LPLC2,Li13,DNp27,2,2,2,2
LPLC2,PVLP128,DNpe057,2,2,6,2
LPLC2,PVLP151,DNp55,2,2,3415,2
LPLC2,LPT52,DNa08,1,1,4,2
LC4,IB114,DNp49,1,1,208,2
LPLC2,LPT52,DNa04,1,1,2,2
LC4,CL053,DNbe005,1,1,1,2
LC4,5-HTPMPV03,DNg01_a,1,1,1,2
LC4,IB114,DNp63,2,2,416,2
LPLC2,LPT51,DNp26,1,1,1,2
LC4,LAL026_b,DNde002,1,1,42,2
LPLC2,PVLP151,DNpe020,2,2,3393,2
LC4,CL022_b,DNpe053,1,1,11,2
LPLC2,LPT31,DNg36_b,2,2,5,2
LPLC2,Li34a,DNp11,2,2,4,2
LC4,LAL053,DNpe022,1,1,55,2
LPLC2,PVLP151,DNpe039,2,2,3393,2
LC4,CL022_c,DNge090,2,2,3,2
LPLC2,Li36,DNp27,1,1,1,2
LC4,CL022_c,DNg56,1,1,2,2
LPLC2,PVLP151,DNpe056,2,2,3356,2
LC4,LAL300m,DNae002,1,1,40,2
LPLC2,LPT30,DNg92_a,1,1,1,2
LC4,CL022_c,DNae008,1,1,2,2
LC4,LAL300m,DNb02,1,1,40,2
LPLC2,LoVC1,DNp59,1,1,2,2
LC4,CL022_c,DNa08,1,1,2,2
LPLC2,LoVC1,pIP1,1,1,2,2
LPLC2,LPT29,DNp03,2,2,12,2
LC4,LAL053,DNp34,1,1,55,2
LC4,5-HTPMPV03,DNg05_c,2,2,2,2
LC4,CL022_c,DNp70,2,2,3,2
LPLC2,PVLP127,DNpe037,1,1,1,2
LC4,LAL026_b,DNg41,1,1,42,2
LPLC2,PVLP128,DNae003,1,2,2,2
LC4,LAL026_b,DNp15,1,1,42,2
LPLC2,Li29,DNp11,2,2,3,2
LPLC2,Li29,DNp30,1,2,2,2
LC4,LAL026_b,DNp59,1,1,42,2
LC4,LAL026_b,DNp63,1,1,42,2
LC4,LAL026_b,DNpe005,1,1,42,2
LC4,LAL026_b,DNpe040,1,1,42,2
LPLC2,Li32,DNp27,1,1,9,2
LC4,CL022_c,DNp66,1,1,2,2
LPLC2,PVLP128,DNa04,1,1,1,2
LPLC2,PVLP151,DNpe025,1,1,2095,2
LC4,CL022_c,DNp31,1,1,2,2
LC4,CL022_c,DNp12,1,1,2,2
LC4,LC22,DNp102,2,2,4,2
LC4,LC22,DNp42,2,2,3,2
LC4,5-HTPMPV03,DNg90,1,1,1,2
LC4,LC35b,DNp54,1,1,3,2
LC4,5-HTPMPV03,DNp16_b,1,2,2,2
LPLC2,WED210,"DNp51,DNpe019",1,1,1,2
LPLC2,LLPC1,DNb09,1,1,1,2
LPLC2,LoVC17,DNa01,1,1,1,2
LC4,LC36,DNae007,1,1,1,2
LPLC2,LLPC1,DNa10,2,2,3,2
LC4,LC36,DNg01_a,1,1,3,2
LPLC2,LHAV2b4,DNp70,1,1,2,2
LC4,CB4248,DNp12,2,2,9,2
LC4,LC36,DNp07,1,1,2,2
LC4,LC36,DNp27,2,2,2,2
LC4,5-HTPMPV03,DNp32,1,1,1,2
LPLC2,PVLP123,DNg29,2,2,174,2
LC4,LC36,DNpe010,2,2,3,2
LC4,LC36,DNpe022,1,1,2,2
LC4,5-HTPMPV03,DNp16_a,1,2,2,2
LC4,5-HTPMPV03,DNp103,1,2,2,2
LC4,LC36,DNpe037,1,1,2,2
LC4,5-HTPMPV03,DNp08,1,1,1,2
LPLC2,WED210,DNpe005,1,1,1,2
LC4,LC35a,DNpe010,1,1,3,2
LPLC2,PVLP203m,DNge023,1,1,2,2
LC4,LC35a,DNpe055,1,1,2,2
LC4,5-HTPMPV03,DNge180,1,1,1,2
LPLC2,LLPC2,DNae005,1,1,1,2
LPLC2,PVLP123,DNp101,1,1,173,2
LPLC2,LLPC1,DNpe022,1,1,2,2
LC4,CB4248,DNpe025,1,1,2,2
LPLC2,LLPC1,DNp57,1,1,1,2
LC4,5-HTPMPV03,DNp03,2,2,2,2
LPLC2,WED210,DNp59,1,2,2,2
LC4,5-HTPMPV03,DNp06,1,1,1,2
LPLC2,LLPC1,DNp11,1,1,1,2
LC4,LC35b,DNge107,1,1,3,2
LPLC2,PVLP123,DNg03,1,1,50,2
LPLC2,PVLP123,DNd05,1,1,1,2
LC4,LC35a,DNp46,1,1,2,2
LPLC2,LHAD1g1,DNd04,1,1,1075,2
LC4,5-HTPMPV03,DNpe004,2,2,2,2
LC4,LHAD1g1,DNd04,1,1,233,2
LPLC2,LC9,DNp69,1,1,2,2
LPLC2,PVLP203m,DNge079,1,1,2,2
LC4,5-HTPMPV03,DNpe009,2,2,2,2
LC4,LHAD1g1,DNge133,1,1,322,2
LC4,LHAD1g1,DNge138,2,2,555,2
LPLC2,PVLP203m,DNge144,1,1,2,2
LC4,LHAD1g1,DNp05,2,2,555,2
LPLC2,PVLP203m,DNge146,1,1,2,2
LPLC2,PVLP203m,DNp09,1,1,2,2
LC4,CB4179,DNp12,1,1,3,2
LC4,LHAD1g1,DNp55,1,1,322,2
LPLC2,PVLP203m,DNp30,1,1,2,2
LPLC2,PVLP203m,DNp35,1,1,2,2
LC4,CB4245,DNa07,1,1,4,2
LPLC2,PVLP122,DNpe043,2,2,8,2
LC4,LC37,DNd05,1,1,1,2
LPLC2,PVLP203m,DNge063,1,2,4,2
LC4,5-HTPMPV03,DNp39,2,2,2,2
LC4,5-HTPMPV03,DNp41,1,2,2,2
LPLC2,LHAD1g1,DNp55,1,1,974,2
LC4,5-HTPMPV03,DNp46,1,1,1,2
LC4,LC39a,DNp57,1,1,1,2
LC4,5-HTPMPV03,DNp47,1,1,1,2
LC4,LC39b,DNpe055,1,1,2,2
LPLC2,PVLP123,DNae008,1,1,101,2
LC4,CB4248,DNge031,2,2,2,2
LPLC2,LHAD1g1,DNp05,2,2,2049,2
LC4,LC6,DNpe024,2,2,2,2
LC4,CB4248,DNg29,1,1,2,2
LPLC2,PVLP203m,DNge053,1,1,2,2
LPLC2,LHAD1g1,DNge138,2,2,2049,2
LPLC2,LHAD1g1,DNge133,1,1,974,2
LPLC2,PVLP123,DNp104,1,1,50,2
LPLC2,PVLP123,DNp27,2,2,146,2
LPLC2,PVLP123,DNpe052,2,2,51,2
LC4,LC29,DNp54,2,2,3,2
LC4,5-HTPMPV03,DNge049,1,1,1,2
LPLC2,Y12,DNp30,1,1,1,2
LC4,5-HTPMPV03,DNge070,1,1,1,2
LC4,LC31a,DNb09,2,2,5,2
LPLC2,LPLC4,DNa05,1,1,55,2
LC4,5-HTPMPV03,DNge071,2,2,2,2
LPLC2,LPLC1,DNpe031,1,1,1,2
LC4,LC31a,DNp04,1,1,1,2
LC4,CL001,DNp34,1,1,1,2
LC4,LC31a,DNp55,1,1,4,2
LPLC2,LoVC15,DNpe013,1,1,1,2
LC4,CL001,DNp23,1,1,1,2
LPLC2,Y11,DNp30,2,2,2,2
LPLC2,LoVC15,DNpe016,2,2,4,2
LC4,CL001,DNp14,1,1,1,2
LPLC2,PVLP123,DNpe020,2,2,56,2
LC4,CL001,DNpe005,1,1,1,2
LC4,5-HTPMPV03,DNge090,2,2,2,2
LPLC2,LPLC4,DNg02_f,1,1,13,2
LC4,5-HTPMPV03,DNg91,1,2,2,2
LC4,LC22,DNpe017,1,1,1,2
LC4,LC22,aSP22,2,2,2,2
LC4,CL022_a,DNbe004,1,1,1,2
LC4,LC23,DNbe007,2,2,6,2
LC4,CL001,DNpe052,1,1,1,2
LC4,CL001,DNpe050,1,1,1,2
LC4,LC23,DNp102,1,1,48,2
LC4,LC23,DNp11,1,1,3,2
LC4,LC23,DNpe056,1,1,3,2
LPLC2,LPLC4,DNge103,1,1,55,2
LC4,5-HTPMPV03,DNge017,1,1,1,2
LC4,LC23,pIP1,2,2,18,2
LPLC2,LoVC15,DNpe005,2,2,4,2
LPLC2,PVLP123,DNpe037,2,2,105,2
LC4,LC31a,DNpe052,2,2,4,2
LC4,LC31b,DNa11,2,2,32,2
LC4,LC35a,DNp104,2,2,6,2
LPLC2,PVLP123,DNp59,2,2,218,2
LPLC2,LoVC16,DNp09,1,1,1,2
LC4,LC35a,DNa16,1,1,2,2
LC4,LC35a,DNae003,1,1,2,2
LC4,LC35a,DNae009,2,2,3,2
LPLC2,LLPC4,DNp03,1,1,1,2
LPLC2,PVLP123,DNp45,2,2,31,2
LPLC2,LLPC4,DNb05,1,1,1,2
LC4,5-HTPMPV03,DNge125,1,2,2,2
LC4,LC35a,DNg01_b,1,1,2,2
LC4,LC35a,DNg02_d,2,2,8,2
LC4,5-HTPMPV03,DNge127,1,1,1,2
LPLC2,PVLP123,DNp30,1,1,30,2
LC4,LC35a,DNge140,1,1,4,2
LC4,5-HTPMPV03,DNge135,1,2,2,2
LC4,LC35a,DNp102,2,2,8,2
LPLC2,PVLP123,DNp56,1,1,173,2
LC4,5-HTPMPV03,DNge116,1,2,2,2
LC4,5-HTPMPV03,DNge092,2,2,2,2
LC4,LC33,DNp63,1,1,1,2
LC4,LC31b,DNp11,1,1,24,2
LC4,5-HTPMPV03,DNge095,1,2,2,2
LC4,CL001,DNge053,1,1,1,2
LC4,LC31b,DNp64,1,1,91,2
LPLC2,LPC_unclear,DNg92_b,1,1,4,2
LC4,LC31b,DNp66,2,2,94,2
LC4,LC31b,DNp69,2,2,279,2
LC4,LC31b,DNpe025,1,1,91,2
LC4,5-HTPMPV03,DNge097,2,2,2,2
LC4,5-HTPMPV03,DNge107,2,2,2,2
LC4,5-HTPMPV03,DNge108,2,2,2,2
LC4,CL001,DNb09,1,1,1,2
LC4,CL001,DNb05,1,1,1,2
LC4,LC33,DNa15,1,1,1,2
LPLC2,PVLP203m,DNg88,1,1,2,2
LC4,IB114,DNge053,1,2,416,2
LC4,CL053,DNg03,1,1,1,2
LC4,AN09B016,DNde001,1,1,1,2
LC4,CL128a,DNge049,1,1,59,2
LC4,CL367,DNg21,1,1,5,2
LPLC2,PVLP141,DNg52,1,2,34,2
LC4,CL367,DNg74_b,1,2,10,2
LC4,CL367,DNge059,1,1,5,2
LPLC2,PVLP141,DNbe003,1,1,17,2
LPLC2,PVLP150,DNg40,1,1,157,2
LC4,CL128a,DNge083,2,2,108,2
LC4,CL367,DNp09,1,2,12,2
LC4,IB114,DNg74_b,1,1,208,2
LPLC2,PVLP141,DNae009,1,1,29,2
LPLC2,LT51,DNge043,1,1,7,2
LC4,,DNge127,1,1,296,2
LC4,CL367,DNp30,2,2,11,2
LC4,CL128a,DNg82,2,2,50,2
LC4,CL128a,DNg29,2,2,108,2
LC4,,DNge130,2,2,428,2
LPLC2,PVLP141,DNg75,1,1,29,2
LC4,CL367,DNg109,1,1,6,2
LPLC2,PVLP148,DNp39,1,1,32,2
LC4,,DNg33,1,1,2,2
LPLC2,LT61a,DNde001,1,1,11,2
LC4,CL323,DNpe020,1,1,362,2
LC4,CL323,DNpe039,2,2,310,2
LC4,CL128a,DNp55,1,1,59,2
LPLC2,LT79,DNp06,1,1,1,2
LC4,CL367,DNa01,1,1,6,2
LPLC2,LT79,DNp71,1,1,11,2
LPLC2,LT79,DNpe040,1,1,1,2
LPLC2,LT52,DNp27,2,2,2,2
LC4,CL367,DNb09,1,1,5,2
LC4,CL367,DNbe002,1,2,10,2
LPLC2,PVLP141,DNg90,1,1,29,2
LC4,CL367,DNbe006,1,1,5,2
LC4,CL367,DNde002,1,1,6,2
LC4,CL128a,DNp46,1,1,1,2
LC4,CL367,DNp71,1,1,6,2
LPLC2,PVLP141,DNa16,1,1,17,2
LPLC2,LT51,DNg35,1,1,9,2
LPLC2,LT81,DNpe021,1,1,1,2
LC4,,DNp32,1,1,35,2
LPLC2,LT51,DNae008,2,2,58,2
LC4,CL066,DNpe020,1,1,3,2
LPLC2,LT51,DNae006,2,2,63,2
LC4,,DNp42,1,1,173,2
LPLC2,PVLP139,DNp103,2,2,43,2
LC4,GNG300,DNge003,1,1,84,2
LC4,,DNp47,1,1,200,2
LC4,,DNp59,1,1,173,2
LC4,,DNp63,2,2,490,2
LPLC2,LT81,DNpe032,1,1,1,2
LC4,,DNp68,1,1,10,2
LPLC2,PVLP137,DNpe045,1,1,136,2
LPLC2,PVLP137,DNpe042,1,2,272,2
LC4,GNG300,DNge047,1,2,168,2
LPLC2,LT51,DNb02,2,2,16,2
LC4,CL066,DNpe037,1,1,3,2
LC4,CL128a,DNd03,1,1,49,2
LC4,,DNp29,1,1,17,2
LC4,CL367,DNpe053,1,1,5,2
LC4,CL367,aSP22,1,2,10,2
LC4,GNG300,DNae007,1,2,168,2
LC4,GNG300,DNbe007,2,2,144,2
LC4,GNG300,DNd03,1,1,84,2
LC4,GNG300,DNg100,2,2,144,2
LPLC2,LT51,DNg100,2,2,11,2
LPLC2,PVLP150,DNp23,2,2,199,2
LPLC2,PVLP139,DNpe056,1,1,39,2
LC4,,DNp14,1,1,228,2
LC4,GNG300,DNg22,1,2,120,2
LPLC2,LT51,DNd02,1,1,2,2
LC4,,DNp23,1,1,290,2
LC4,GNG300,DNg54,1,2,120,2
LC4,GNG300,DNg59,1,1,84,2
LC4,CL323,DNpe011,1,1,362,2
LPLC2,PVLP141,DNge040,2,2,46,2
LC4,CL128a,DNp64,2,2,108,2
LC4,CL140,DNp26,1,1,208,2
LPLC2,LT65,DNp27,1,1,2,2
LC4,CL303,DNp59,1,1,6,2
LPLC2,LT65,DNd03,1,1,2,2
LC4,CL303,DNpe023,1,1,6,2
LPLC2,LT78,DNge041,2,2,3,2
LPLC2,LT64,DNpe037,2,2,3,2
LPLC2,LT64,DNpe026,1,1,1,2
LPLC2,LT64,DNpe005,2,2,3,2
LPLC2,LT78,DNge127,2,2,4,2
LPLC2,LT64,DNp57,1,1,2,2
LPLC2,LT64,DNp47,2,2,3,2
LPLC2,PVLP144,DNp70,1,1,7,2
LC4,CL140,DNp03,1,1,208,2
LPLC2,PVLP144,CB0429,2,2,10,2
LPLC2,LT78,DNp06,2,2,2,2
LPLC2,LT66,DNg40,1,1,17,2
LC4,CL286,DNpe021,1,1,1,2
LPLC2,PVLP141,DNpe024,1,1,29,2
LC4,,DNb04,1,2,346,2
LPLC2,LT77,DNge054,2,2,3,2
LC4,CL140,DNpe052,2,2,434,2
LC4,CL140,DNpe020,1,1,208,2
LC4,CL140,DNpe016,2,2,434,2
LC4,,DNa11,2,2,463,2
LC4,CL286,DNae008,1,1,1,2
LC4,CL286,DNbe002,1,2,2,2
LPLC2,LT77,DNp06,1,1,3,2
LC4,CL140,DNpe003,1,2,452,2
LPLC2,LT73,DNpe056,1,1,10,2
LPLC2,LT73,DNp30,2,2,23,2
LPLC2,LT70,DNpe002,2,2,2,2
