bodyId,type,role,somaSide,soma_x,soma_y,soma_z,retinotopic_column_available,coordinate_type
41097,LPLC2,visual_projection,L,71494.0,17624.0,30936.0,False,soma_centroid_nm
50287,LPLC2,visual_projection,R,23710.0,17936.0,33688.0,False,soma_centroid_nm
55627,LPLC2,visual_projection,R,26262.0,19650.0,33236.0,False,soma_centroid_nm
77614,LC4,visual_projection,L,66080.0,33559.0,28259.0,False,soma_centroid_nm
81112,LC4,visual_projection,L,66950.0,32314.0,27980.0,False,soma_centroid_nm
95241,LPLC2,visual_projection,L,65792.0,25105.0,35189.0,False,soma_centroid_nm
100103,LPLC2,visual_projection,L,71608.0,18384.0,31724.0,False,soma_centroid_nm
100485,LC4,visual_projection,L,66496.0,33688.0,27642.0,False,soma_centroid_nm
107513,LC4,visual_projection,L,72532.0,25182.0,26698.0,False,soma_centroid_nm
111787,LC4,visual_projection,L,72206.0,24804.0,27256.0,False,soma_centroid_nm
111903,LPLC2,visual_projection,L,66514.0,22846.0,35488.0,False,soma_centroid_nm
112292,LPLC2,visual_projection,L,65816.0,24040.0,35485.0,False,soma_centroid_nm
129687,LPLC2,visual_projection,L,70088.0,18407.0,33737.0,False,soma_centroid_nm
134521,LPLC2,visual_projection,L,66364.0,22380.0,35949.0,False,soma_centroid_nm
506334,DNp42,candidate_descending,R,39210.0,19248.0,38388.0,False,soma_centroid_nm
511914,LC4,visual_projection,L,65660.0,32374.0,29718.0,False,soma_centroid_nm
512366,LC4,visual_projection,L,66836.0,31945.0,28307.0,False,soma_centroid_nm
512705,LC4,visual_projection,L,65804.0,33190.0,29123.0,False,soma_centroid_nm
514508,LC4,visual_projection,L,65425.0,31400.0,29989.0,False,soma_centroid_nm
514670,LPLC2,visual_projection,L,69560.0,19062.0,31524.0,False,soma_centroid_nm
514956,LC4,visual_projection,L,71763.0,25168.0,27345.0,False,soma_centroid_nm
515476,LC4,visual_projection,L,71060.0,25626.0,28025.0,False,soma_centroid_nm
515900,LC4,visual_projection,L,67389.0,32279.0,27764.0,False,soma_centroid_nm
515971,LPLC2,visual_projection,L,69142.0,19844.0,31919.0,False,soma_centroid_nm
516909,LC4,visual_projection,L,71030.0,26980.0,28015.0,False,soma_centroid_nm
517078,LPLC2,visual_projection,L,70728.0,19288.0,30712.0,False,soma_centroid_nm
517079,LPLC2,visual_projection,L,69931.0,18103.0,34707.0,False,soma_centroid_nm
517752,LC4,visual_projection,L,65698.0,33006.0,29578.0,False,soma_centroid_nm
517819,LPLC2,visual_projection,L,71891.0,18060.0,32059.0,False,soma_centroid_nm
518016,LC4,visual_projection,L,67826.0,32425.0,27499.0,False,soma_centroid_nm
518439,LC4,visual_projection,L,65352.0,28960.0,31038.0,False,soma_centroid_nm
518544,LC4,visual_projection,L,66224.0,33965.0,27891.0,False,soma_centroid_nm
518730,LC4,visual_projection,L,71398.0,25310.0,27734.0,False,soma_centroid_nm
518731,LPLC2,visual_projection,L,68176.0,20290.0,34312.0,False,soma_centroid_nm
518983,LC4,visual_projection,L,65226.0,32104.0,30177.0,False,soma_centroid_nm
519650,LC4,visual_projection,L,66960.0,31466.0,27408.0,False,soma_centroid_nm
519771,DNp71,candidate_descending,L,58862.0,19320.0,37488.0,False,soma_centroid_nm
519931,LC4,visual_projection,L,68424.0,31952.0,26166.0,False,soma_centroid_nm
520449,LC4,visual_projection,L,66525.0,33288.0,28025.0,False,soma_centroid_nm
520764,LPLC2,visual_projection,L,71290.0,17658.0,33722.0,False,soma_centroid_nm
521115,LPLC2,visual_projection,L,71421.0,17930.0,30612.0,False,soma_centroid_nm
522345,DNpe037,candidate_descending,L,51521.0,20129.0,37135.0,False,soma_centroid_nm
524001,DNp05,candidate_descending,L,55831.0,21095.0,37153.0,False,soma_centroid_nm
524366,LPLC2,visual_projection,L,72328.0,16830.0,34336.0,False,soma_centroid_nm
524899,LC4,visual_projection,L,70334.0,27454.0,28374.0,False,soma_centroid_nm
525844,LPLC2,visual_projection,L,71936.0,17007.0,34117.0,False,soma_centroid_nm
526286,LC4,visual_projection,L,66688.0,32205.0,27574.0,False,soma_centroid_nm
527408,LC4,visual_projection,R,31010.0,33294.0,28578.0,False,soma_centroid_nm
530029,LC4,visual_projection,L,64910.0,33106.0,29845.0,False,soma_centroid_nm
531014,LPLC2,visual_projection,L,66294.0,23304.0,35102.0,False,soma_centroid_nm
531898,DNp04,candidate_descending,L,57228.0,19519.0,38264.0,False,soma_centroid_nm
532254,LC4,visual_projection,L,64849.0,29183.0,32134.0,False,soma_centroid_nm
533129,LC4,visual_projection,L,72434.0,25919.0,26447.0,False,soma_centroid_nm
533895,LPLC2,visual_projection,L,71452.0,18560.0,31028.0,False,soma_centroid_nm
535341,LC4,visual_projection,L,70352.0,26846.0,28356.0,False,soma_centroid_nm
536048,DNp27,candidate_descending,L,61126.0,16134.0,36332.0,False,soma_centroid_nm
536444,LPLC2,visual_projection,L,71752.0,18245.0,30771.0,False,soma_centroid_nm
575082,DNpe021,candidate_descending,R,38462.0,22828.0,38416.0,False,soma_centroid_nm
