pre_bodyId,pre_type,pre_side,post_bodyId,post_type,post_side,weight,source_population,target_population,is_ipsilateral,survives_w3,survives_w10
26915,LPLC2,R,10584,DNp06,R,7,LPLC2,DNp06,True,True,False
28945,LC4,R,10584,DNp06,R,7,LC4,DNp06,True,True,False
31988,LPLC2,R,10584,DNp06,R,7,LPLC2,DNp06,True,True,False
34110,LPLC2,R,10584,DNp06,R,7,LPLC2,DNp06,True,True,False
527408,LC4,R,10584,DNp06,R,7,LC4,DNp06,True,True,False
517078,LPLC2,L,10590,DNpe052,L,7,LPLC2,DNpe052,True,True,False
19034,LPLC2,R,10601,DNpe025,R,7,LPLC2,DNpe025,True,True,False
21862,LPLC2,R,10601,DNpe025,R,7,LPLC2,DNpe025,True,True,False
27566,LPLC2,R,10601,DNpe025,R,7,LPLC2,DNpe025,True,True,False
29598,LPLC2,R,10601,DNpe025,R,7,LPLC2,DNpe025,True,True,False
35632,LPLC2,R,10601,DNpe025,R,7,LPLC2,DNpe025,True,True,False
19608,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
20535,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
23497,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
27471,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
27566,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
30207,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
31964,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
32507,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
34372,LPLC2,R,10732,DNpe056,R,7,LPLC2,DNpe056,True,True,False
27355,LPLC2,L,10783,DNp09,L,7,LPLC2,DNp09,True,True,False
19260,LC4,R,10923,DNg40,R,7,LC4,DNg40,True,True,False
19589,LPLC2,R,10923,DNg40,R,7,LPLC2,DNg40,True,True,False
20749,LPLC2,R,10923,DNg40,R,7,LPLC2,DNg40,True,True,False
20808,LC4,R,10923,DNg40,R,7,LC4,DNg40,True,True,False
21769,LPLC2,R,10923,DNg40,R,7,LPLC2,DNg40,True,True,False
22034,LC4,R,10923,DNg40,R,7,LC4,DNg40,True,True,False
23792,LC4,R,10923,DNg40,R,7,LC4,DNg40,True,True,False
20542,LC4,R,10989,DNp03,R,7,LC4,DNp03,True,True,False
20588,LC4,R,10989,DNp03,R,7,LC4,DNp03,True,True,False
21165,LC4,R,10989,DNp03,R,7,LC4,DNp03,True,True,False
19794,LC4,R,11020,DNp05,R,7,LC4,DNp05,True,True,False
26147,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
26915,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
30041,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
30938,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
31964,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
34681,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
35680,LPLC2,R,11137,DNp04,R,7,LPLC2,DNp04,True,True,False
19842,LPLC2,R,11159,DNp71,R,7,LPLC2,DNp71,True,True,False
20334,LPLC2,R,11159,DNp71,R,7,LPLC2,DNp71,True,True,False
24800,LPLC2,R,11159,DNp71,R,7,LPLC2,DNp71,True,True,False
37925,LPLC2,R,11159,DNp71,R,7,LPLC2,DNp71,True,True,False
29391,LPLC2,R,11334,DNpe045,R,7,LPLC2,DNpe045,True,True,False
35889,LPLC2,R,11334,DNpe045,R,7,LPLC2,DNpe045,True,True,False
17270,LC4,L,11573,DNpe021,L,7,LC4,DNpe021,True,True,False
24187,LPLC2,R,12628,DNpe042,R,7,LPLC2,DNpe042,True,True,False
24268,LPLC2,R,12628,DNpe042,R,7,LPLC2,DNpe042,True,True,False
33694,LPLC2,R,12628,DNpe042,R,7,LPLC2,DNpe042,True,True,False
37925,LPLC2,R,12628,DNpe042,R,7,LPLC2,DNpe042,True,True,False
39620,LPLC2,R,12628,DNpe042,R,7,LPLC2,DNpe042,True,True,False
25027,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
32737,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
33303,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
34407,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
100103,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
517078,LPLC2,L,519771,DNp71,L,7,LPLC2,DNp71,True,True,False
24523,LC4,L,524001,DNp05,L,7,LC4,DNp05,True,True,False
29753,LPLC2,L,531898,DNp04,L,7,LPLC2,DNp04,True,True,False
30893,LPLC2,L,531898,DNp04,L,7,LPLC2,DNp04,True,True,False
25316,LPLC2,R,10001,DNp01,R,6,LPLC2,DNp01,True,True,False
13764,LPLC2,L,10010,DNp01,L,6,LPLC2,DNp01,True,True,False
25286,LPLC2,L,10010,DNp01,L,6,LPLC2,DNp01,True,True,False
30893,LPLC2,L,10010,DNp01,L,6,LPLC2,DNp01,True,True,False
111903,LPLC2,L,10010,DNp01,L,6,LPLC2,DNp01,True,True,False
20917,LC4,R,10065,DNb05,R,6,LC4,DNb05,True,True,False
21361,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
25572,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
29955,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
30512,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
32223,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
536444,LPLC2,L,10091,DNpe042,L,6,LPLC2,DNpe042,True,True,False
16128,LC4,R,10106,DNp11,R,6,LC4,DNp11,True,True,False
23098,LC4,R,10106,DNp11,R,6,LC4,DNp11,True,True,False
15018,LC4,L,10197,DNp02,L,6,LC4,DNp02,True,True,False
37587,LC4,L,10197,DNp02,L,6,LC4,DNp02,True,True,False
107513,LC4,L,10197,DNp02,L,6,LC4,DNp02,True,True,False
19787,LPLC2,L,10223,DNpe056,L,6,LPLC2,DNpe056,True,True,False
129687,LPLC2,L,10223,DNpe056,L,6,LPLC2,DNpe056,True,True,False
518731,LPLC2,L,10223,DNpe056,L,6,LPLC2,DNpe056,True,True,False
521115,LPLC2,L,10223,DNpe056,L,6,LPLC2,DNpe056,True,True,False
12032,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
16917,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
18432,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
22772,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
23226,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
23349,LPLC2,L,10228,DNp06,L,6,LPLC2,DNp06,True,True,False
25209,LPLC2,L,10228,DNp06,L,6,LPLC2,DNp06,True,True,False
25854,LPLC2,L,10228,DNp06,L,6,LPLC2,DNp06,True,True,False
29514,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
32223,LPLC2,L,10228,DNp06,L,6,LPLC2,DNp06,True,True,False
511914,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
526286,LC4,L,10228,DNp06,L,6,LC4,DNp06,True,True,False
12032,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
17544,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
17990,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
18396,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
18478,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
19787,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
23665,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
27355,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
28188,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
28980,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
29955,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
31308,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
31429,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
33137,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
111903,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
518731,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
524366,LPLC2,L,10234,DNp35,L,6,LPLC2,DNp35,True,True,False
526286,LC4,L,10234,DNp35,L,6,LC4,DNp35,True,True,False
34655,LPLC2,L,10244,DNp55,L,6,LPLC2,DNp55,True,True,False
17340,LC4,L,10259,DNp11,L,6,LC4,DNp11,True,True,False
29702,LPLC2,L,10259,DNp11,L,6,LPLC2,DNp11,True,True,False
18127,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
19260,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
19550,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
19794,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
20808,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
22847,LC4,R,10283,DNp103,R,6,LC4,DNp103,True,True,False
12032,LC4,L,10361,DNg40,L,6,LC4,DNg40,True,True,False
21361,LPLC2,L,10361,DNg40,L,6,LPLC2,DNg40,True,True,False
25286,LPLC2,L,10361,DNg40,L,6,LPLC2,DNg40,True,True,False
77614,LC4,L,10361,DNg40,L,6,LC4,DNg40,True,True,False
100485,LC4,L,10361,DNg40,L,6,LC4,DNg40,True,True,False
111903,LPLC2,L,10361,DNg40,L,6,LPLC2,DNg40,True,True,False
511914,LC4,L,10361,DNg40,L,6,LC4,DNg40,True,True,False
17774,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
17990,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
20329,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
20976,LC4,L,10449,DNpe025,L,6,LC4,DNpe025,True,True,False
23349,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
27399,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
32223,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
517819,LPLC2,L,10449,DNpe025,L,6,LPLC2,DNpe025,True,True,False
14465,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
17668,LC4,R,10558,DNp35,R,6,LC4,DNp35,True,True,False
18189,LC4,R,10558,DNp35,R,6,LC4,DNp35,True,True,False
20334,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
20471,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
22261,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
24800,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
37431,LPLC2,R,10558,DNp35,R,6,LPLC2,DNp35,True,True,False
38065,LC4,R,10558,DNp35,R,6,LC4,DNp35,True,True,False
23919,LPLC2,L,10580,DNp70,L,6,LPLC2,DNp70,True,True,False
14465,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
17548,LC4,R,10584,DNp06,R,6,LC4,DNp06,True,True,False
17987,LC4,R,10584,DNp06,R,6,LC4,DNp06,True,True,False
20542,LC4,R,10584,DNp06,R,6,LC4,DNp06,True,True,False
21862,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
24401,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
25584,LC4,R,10584,DNp06,R,6,LC4,DNp06,True,True,False
28044,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
30207,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
34372,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
55627,LPLC2,R,10584,DNp06,R,6,LPLC2,DNp06,True,True,False
19830,LPLC2,L,10590,DNpe052,L,6,LPLC2,DNpe052,True,True,False
26416,LPLC2,L,10590,DNpe052,L,6,LPLC2,DNpe052,True,True,False
18672,LPLC2,R,10601,DNpe025,R,6,LPLC2,DNpe025,True,True,False
19420,LC4,R,10601,DNpe025,R,6,LC4,DNpe025,True,True,False
21045,LPLC2,R,10601,DNpe025,R,6,LPLC2,DNpe025,True,True,False
23098,LC4,R,10601,DNpe025,R,6,LC4,DNpe025,True,True,False
25511,LPLC2,R,10601,DNpe025,R,6,LPLC2,DNpe025,True,True,False
27471,LPLC2,R,10601,DNpe025,R,6,LPLC2,DNpe025,True,True,False
20182,LPLC2,R,10732,DNpe056,R,6,LPLC2,DNpe056,True,True,False
29014,LPLC2,R,10732,DNpe056,R,6,LPLC2,DNpe056,True,True,False
35632,LPLC2,R,10732,DNpe056,R,6,LPLC2,DNpe056,True,True,False
35294,LPLC2,L,10783,DNp09,L,6,LPLC2,DNp09,True,True,False
17551,LPLC2,R,10923,DNg40,R,6,LPLC2,DNg40,True,True,False
20542,LC4,R,10923,DNg40,R,6,LC4,DNg40,True,True,False
21225,LC4,R,10923,DNg40,R,6,LC4,DNg40,True,True,False
21899,LPLC2,R,10923,DNg40,R,6,LPLC2,DNg40,True,True,False
38065,LC4,R,10923,DNg40,R,6,LC4,DNg40,True,True,False
29955,LPLC2,L,10931,DNpe045,L,6,LPLC2,DNpe045,True,True,False
30512,LPLC2,L,10931,DNpe045,L,6,LPLC2,DNpe045,True,True,False
31105,LPLC2,L,10931,DNpe045,L,6,LPLC2,DNpe045,True,True,False
18189,LC4,R,10989,DNp03,R,6,LC4,DNp03,True,True,False
22034,LC4,R,10989,DNp03,R,6,LC4,DNp03,True,True,False
21336,LC4,R,11020,DNp05,R,6,LC4,DNp05,True,True,False
25584,LC4,R,11020,DNp05,R,6,LC4,DNp05,True,True,False
29391,LPLC2,R,11088,DNp55,R,6,LPLC2,DNp55,True,True,False
33439,LPLC2,R,11137,DNp04,R,6,LPLC2,DNp04,True,True,False
19034,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
19589,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
20749,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
22677,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
27471,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
35632,LPLC2,R,11159,DNp71,R,6,LPLC2,DNp71,True,True,False
21562,LPLC2,R,11334,DNpe045,R,6,LPLC2,DNpe045,True,True,False
25253,LPLC2,R,11334,DNpe045,R,6,LPLC2,DNpe045,True,True,False
18396,LC4,L,11573,DNpe021,L,6,LC4,DNpe021,True,True,False
30087,LC4,L,11573,DNpe021,L,6,LC4,DNpe021,True,True,False
516909,LC4,L,11573,DNpe021,L,6,LC4,DNpe021,True,True,False
19589,LPLC2,R,12628,DNpe042,R,6,LPLC2,DNpe042,True,True,False
20269,LPLC2,R,12628,DNpe042,R,6,LPLC2,DNpe042,True,True,False
20471,LPLC2,R,12628,DNpe042,R,6,LPLC2,DNpe042,True,True,False
23878,LPLC2,R,12628,DNpe042,R,6,LPLC2,DNpe042,True,True,False
29287,LPLC2,R,12628,DNpe042,R,6,LPLC2,DNpe042,True,True,False
19911,LPLC2,L,519771,DNp71,L,6,LPLC2,DNp71,True,True,False
23919,LPLC2,L,519771,DNp71,L,6,LPLC2,DNp71,True,True,False
32237,LPLC2,L,519771,DNp71,L,6,LPLC2,DNp71,True,True,False
27829,LC4,L,524001,DNp05,L,6,LC4,DNp05,True,True,False
29417,LC4,L,524001,DNp05,L,6,LC4,DNp05,True,True,False
17544,LPLC2,L,531898,DNp04,L,6,LPLC2,DNp04,True,True,False
524366,LPLC2,L,531898,DNp04,L,6,LPLC2,DNp04,True,True,False
533895,LPLC2,L,531898,DNp04,L,6,LPLC2,DNp04,True,True,False
22847,LC4,R,575082,DNpe021,R,6,LC4,DNpe021,True,True,False
18929,LPLC2,R,10001,DNp01,R,5,LPLC2,DNp01,True,True,False
19842,LPLC2,R,10001,DNp01,R,5,LPLC2,DNp01,True,True,False
37613,LPLC2,R,10001,DNp01,R,5,LPLC2,DNp01,True,True,False
38542,LPLC2,R,10001,DNp01,R,5,LPLC2,DNp01,True,True,False
24308,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
27355,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
28011,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
32737,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
40811,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
524366,LPLC2,L,10091,DNpe042,L,5,LPLC2,DNpe042,True,True,False
17987,LC4,R,10106,DNp11,R,5,LC4,DNp11,True,True,False
21313,LC4,R,10106,DNp11,R,5,LC4,DNp11,True,True,False
20859,LC4,L,10118,DNb05,L,5,LC4,DNb05,True,True,False
12384,LPLC2,L,10223,DNpe056,L,5,LPLC2,DNpe056,True,True,False
23247,LPLC2,L,10223,DNpe056,L,5,LPLC2,DNpe056,True,True,False
25854,LPLC2,L,10223,DNpe056,L,5,LPLC2,DNpe056,True,True,False
30512,LPLC2,L,10223,DNpe056,L,5,LPLC2,DNpe056,True,True,False
517819,LPLC2,L,10223,DNpe056,L,5,LPLC2,DNpe056,True,True,False
16809,LC4,L,10228,DNp06,L,5,LC4,DNp06,True,True,False
17774,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
18900,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
21361,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
27399,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
27796,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
28011,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
29417,LC4,L,10228,DNp06,L,5,LC4,DNp06,True,True,False
31105,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
32737,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
95241,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
129687,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
518731,LPLC2,L,10228,DNp06,L,5,LPLC2,DNp06,True,True,False
532254,LC4,L,10228,DNp06,L,5,LC4,DNp06,True,True,False
17478,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
18900,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
20329,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
20572,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
21299,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
25136,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
25209,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
28011,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
30512,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
32597,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
35294,LPLC2,L,10234,DNp35,L,5,LPLC2,DNp35,True,True,False
515476,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
518983,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
520449,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
524899,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
535341,LC4,L,10234,DNp35,L,5,LC4,DNp35,True,True,False
27355,LPLC2,L,10244,DNp55,L,5,LPLC2,DNp55,True,True,False
27399,LPLC2,L,10244,DNp55,L,5,LPLC2,DNp55,True,True,False
31563,LPLC2,L,10244,DNp55,L,5,LPLC2,DNp55,True,True,False
41097,LPLC2,L,10244,DNp55,L,5,LPLC2,DNp55,True,True,False
517079,LPLC2,L,10244,DNp55,L,5,LPLC2,DNp55,True,True,False
17653,LC4,L,10259,DNp11,L,5,LC4,DNp11,True,True,False
26528,LPLC2,L,10259,DNp11,L,5,LPLC2,DNp11,True,True,False
17054,LC4,R,10283,DNp103,R,5,LC4,DNp103,True,True,False
17987,LC4,R,10283,DNp103,R,5,LC4,DNp103,True,True,False
19634,LC4,R,10283,DNp103,R,5,LC4,DNp103,True,True,False
21336,LC4,R,10283,DNp103,R,5,LC4,DNp103,True,True,False
30803,LC4,R,10283,DNp103,R,5,LC4,DNp103,True,True,False
20749,LPLC2,R,10296,DNge054,R,5,LPLC2,DNge054,True,True,False
13726,LPLC2,L,10361,DNg40,L,5,LPLC2,DNg40,True,True,False
25136,LPLC2,L,10361,DNg40,L,5,LPLC2,DNg40,True,True,False
35616,LC4,L,10361,DNg40,L,5,LC4,DNg40,True,True,False
519650,LC4,L,10361,DNg40,L,5,LC4,DNg40,True,True,False
20859,LC4,L,10417,DNp103,L,5,LC4,DNp103,True,True,False
27750,LC4,L,10417,DNp103,L,5,LC4,DNp103,True,True,False
12349,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
12824,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
17775,LPLC2,L,10449,DNpe025,L,5,LPLC2,DNpe025,True,True,False
18900,LPLC2,L,10449,DNpe025,L,5,LPLC2,DNpe025,True,True,False
20967,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
22922,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
26416,LPLC2,L,10449,DNpe025,L,5,LPLC2,DNpe025,True,True,False
33137,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
515971,LPLC2,L,10449,DNpe025,L,5,LPLC2,DNpe025,True,True,False
516909,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
518983,LC4,L,10449,DNpe025,L,5,LC4,DNpe025,True,True,False
19543,LC4,R,10558,DNp35,R,5,LC4,DNp35,True,True,False
21045,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
21151,LC4,R,10558,DNp35,R,5,LC4,DNp35,True,True,False
21336,LC4,R,10558,DNp35,R,5,LC4,DNp35,True,True,False
21862,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
22194,LC4,R,10558,DNp35,R,5,LC4,DNp35,True,True,False
22218,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
23792,LC4,R,10558,DNp35,R,5,LC4,DNp35,True,True,False
27566,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
29986,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
35632,LPLC2,R,10558,DNp35,R,5,LPLC2,DNp35,True,True,False
17860,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
19146,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
19543,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
19954,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
20282,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
20584,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
20673,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
20808,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
22328,LC4,R,10584,DNp06,R,5,LC4,DNp06,True,True,False
24118,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
25267,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
26393,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
38542,LPLC2,R,10584,DNp06,R,5,LPLC2,DNp06,True,True,False
13764,LPLC2,L,10590,DNpe052,L,5,LPLC2,DNpe052,True,True,False
15804,LPLC2,L,10590,DNpe052,L,5,LPLC2,DNpe052,True,True,False
17990,LPLC2,L,10590,DNpe052,L,5,LPLC2,DNpe052,True,True,False
25286,LPLC2,L,10590,DNpe052,L,5,LPLC2,DNpe052,True,True,False
17548,LC4,R,10601,DNpe025,R,5,LC4,DNpe025,True,True,False
22261,LPLC2,R,10601,DNpe025,R,5,LPLC2,DNpe025,True,True,False
23497,LPLC2,R,10601,DNpe025,R,5,LPLC2,DNpe025,True,True,False
29873,LPLC2,R,10601,DNpe025,R,5,LPLC2,DNpe025,True,True,False
29986,LPLC2,R,10601,DNpe025,R,5,LPLC2,DNpe025,True,True,False
35889,LPLC2,R,10601,DNpe025,R,5,LPLC2,DNpe025,True,True,False
19229,LPLC2,R,10732,DNpe056,R,5,LPLC2,DNpe056,True,True,False
26730,LPLC2,R,10732,DNpe056,R,5,LPLC2,DNpe056,True,True,False
35680,LPLC2,R,10732,DNpe056,R,5,LPLC2,DNpe056,True,True,False
35838,LPLC2,R,10732,DNpe056,R,5,LPLC2,DNpe056,True,True,False
37431,LPLC2,R,10732,DNpe056,R,5,LPLC2,DNpe056,True,True,False
30512,LPLC2,L,10783,DNp09,L,5,LPLC2,DNp09,True,True,False
32237,LPLC2,L,10783,DNp09,L,5,LPLC2,DNp09,True,True,False
16128,LC4,R,10923,DNg40,R,5,LC4,DNg40,True,True,False
19954,LC4,R,10923,DNg40,R,5,LC4,DNg40,True,True,False
20016,LC4,R,10923,DNg40,R,5,LC4,DNg40,True,True,False
22847,LC4,R,10923,DNg40,R,5,LC4,DNg40,True,True,False
17544,LPLC2,L,10931,DNpe045,L,5,LPLC2,DNpe045,True,True,False
27716,LPLC2,L,10931,DNpe045,L,5,LPLC2,DNpe045,True,True,False
30893,LPLC2,L,10931,DNpe045,L,5,LPLC2,DNpe045,True,True,False
521115,LPLC2,L,10931,DNpe045,L,5,LPLC2,DNpe045,True,True,False
20399,LC4,R,11020,DNp05,R,5,LC4,DNp05,True,True,False
22847,LC4,R,11020,DNp05,R,5,LC4,DNp05,True,True,False
23792,LC4,R,11020,DNp05,R,5,LC4,DNp05,True,True,False
29391,LPLC2,R,11133,DNp70,R,5,LPLC2,DNp70,True,True,False
25267,LPLC2,R,11137,DNp04,R,5,LPLC2,DNp04,True,True,False
28741,LPLC2,R,11137,DNp04,R,5,LPLC2,DNp04,True,True,False
34110,LPLC2,R,11137,DNp04,R,5,LPLC2,DNp04,True,True,False
18929,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
19146,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
20047,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
21862,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
22218,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
23497,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
30041,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
30207,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
39620,LPLC2,R,11159,DNp71,R,5,LPLC2,DNp71,True,True,False
26393,LPLC2,R,11334,DNpe045,R,5,LPLC2,DNpe045,True,True,False
29873,LPLC2,R,11334,DNpe045,R,5,LPLC2,DNpe045,True,True,False
34372,LPLC2,R,11334,DNpe045,R,5,LPLC2,DNpe045,True,True,False
37431,LPLC2,R,11334,DNpe045,R,5,LPLC2,DNpe045,True,True,False
