intermediate_bodyId,intermediate_type,intermediate_side,LC4_input_weight,LPLC2_input_weight,total_visual_input_weight,total_incoming_weight,visual_input_share,output_weight_to_candidate_dns,num_downstream_candidate_dns,path_score_product,min_path_capacity,predicted_nt,predicted_nt_confidence,survives_w3,survives_w10
10641,PVLP106,L,0,30,30,,,20,9,600,20,unclear,0.495465130095441,True,True
56255,CB0115,R,0,25,25,,,24,11,600,24,gaba,0.8313620323258026,True,True
50368,LC31a,R,2,3,5,,,118,6,590,5,acetylcholine,0.7699457004962464,True,False
14021,LoVP50,L,5,1,6,,,98,5,588,6,acetylcholine,0.9309353896369911,True,False
21699,MeLo13,L,60,38,98,,,6,3,588,6,glutamate,0.7395341182515458,True,False
21677,LPLC1,R,2,4,6,,,98,7,588,6,acetylcholine,0.9389115318499474,True,False
14412,PLP017,R,3,0,3,,,192,5,576,3,gaba,0.891246448237945,True,False
12143,AN01A055,L,1,0,1,5614.0,0.00017812611328820805,574,12,574,1,acetylcholine,0.9480969333647125,False,False
14731,LPLC1,L,5,1,6,,,95,5,570,6,acetylcholine,0.9667369506039433,True,False
107939,LPLC1,R,0,5,5,,,114,6,570,5,acetylcholine,0.9650293709020888,True,False
17246,PLP219,L,269,15,284,,,2,2,568,2,acetylcholine,0.9543007346528263,False,False
22790,LPLC1,R,4,4,8,,,71,6,568,8,acetylcholine,0.9456050327484689,True,False
28224,AVLP205,L,0,8,8,,,71,15,568,8,gaba,0.8306278385182252,True,False
531630,PVLP025,L,4,8,12,,,47,5,564,12,gaba,0.8720809991191207,True,True
39588,PVLP068,R,53,3,56,,,10,3,560,10,acetylcholine,0.9747326673375372,True,True
532569,CL038,L,0,1,1,3207.0,0.0003118178983473651,560,15,560,1,glutamate,0.7349817769575218,False,False
512415,PVLP123,L,0,1,1,2858.0,0.0003498950314905528,554,20,554,1,acetylcholine,0.9640322303635668,False,False
21722,LPLC1,R,1,5,6,,,91,4,546,6,acetylcholine,0.9499164155122426,True,False
12114,LPLC1,L,1,4,5,,,109,5,545,5,acetylcholine,0.9507548040787475,True,False
29575,PVLP028,L,8,8,16,,,34,9,544,16,gaba,0.8520878959442348,True,True
519323,aMe8,L,0,3,3,,,180,1,540,3,serotonin,0.5013975711013553,True,False
521761,CL022_a,R,1,1,2,2846.0,0.0007027406886858749,269,15,538,2,acetylcholine,0.9485345254107288,False,False
13110,LPLC1,L,3,1,4,,,134,6,536,4,acetylcholine,0.9576225542341792,True,False
101221,PVLP128,L,1,4,5,,,107,11,535,5,acetylcholine,0.9447807287746027,True,False
511987,LC31a,R,3,0,3,,,178,8,534,3,acetylcholine,0.9430110104875503,True,False
27304,PVLP112,L,0,76,76,,,7,3,532,7,gaba,0.8699606972241705,True,False
28249,LPLC1,R,3,3,6,,,88,7,528,6,acetylcholine,0.9310959992858596,True,False
13594,MeLo8,R,34,6,40,,,13,1,520,13,gaba,0.8454538337229069,True,True
12052,LPLC1,L,2,1,3,3463.0,0.0008663008951775916,173,7,519,3,acetylcholine,0.9426924067213878,True,False
14055,CB4176,L,7,0,7,,,74,8,518,7,gaba,0.8717733799985116,True,False
14529,CB4176,L,5,1,6,,,86,10,516,6,gaba,0.8511983492433811,True,False
15073,MeLo8,R,29,5,34,,,15,2,510,15,gaba,0.8378974746621675,True,True
22447,LPLC1,R,4,4,8,,,63,5,504,8,acetylcholine,0.9445025182407689,True,False
11907,LoVP90a,R,0,3,3,,,165,2,495,3,acetylcholine,0.9361765909598153,True,False
520576,PVLP080_a,L,0,5,5,,,99,8,495,5,gaba,0.8713972079363674,True,False
15688,LoVP50,R,4,1,5,,,98,5,490,5,acetylcholine,0.9265049462951536,True,False
519900,LoVC15,L,6,2,8,,,61,7,488,8,gaba,0.8738667949777901,True,False
29937,LPLC1,R,1,4,5,,,97,7,485,5,acetylcholine,0.9569246415665299,True,False
