source_type,intermediate_body,visual_to_intermediate_weight,descending_body,intermediate_to_descending_weight,intermediate_type,descending_type,path_product_weight,path_min_weight,survives_w3,survives_w10
LPLC2,25438,40,10361,59,SAD064,DNg40,2360,40,True,True
LC4,10995,118,531898,20,PVLP120,DNp04,2360,20,True,True
LC4,15994,589,10234,4,CB3513,DNp35,2356,4,True,False
LC4,15994,589,524001,4,CB3513,DNp05,2356,4,True,False
LC4,15994,589,11020,4,CB3513,DNp05,2356,4,True,False
LPLC2,92625,42,10118,56,LPLC4,DNb05,2352,42,True,True
LPLC2,12419,81,575082,29,CL140,DNpe021,2349,29,True,True
LC4,514481,60,10417,39,PVLP123,DNp103,2340,39,True,True
LPLC2,33211,779,10783,3,PVLP111,DNp09,2337,3,True,False
LPLC2,33211,779,10223,3,PVLP111,DNpe056,2337,3,True,False
LC4,527690,1167,10197,2,PVLP022,DNp02,2334,2,False,False
LC4,527690,1167,10558,2,PVLP022,DNp35,2334,2,False,False
LC4,527690,1167,11334,2,PVLP022,DNpe045,2334,2,False,False
LC4,527690,1167,11573,2,PVLP022,DNpe021,2334,2,False,False
LC4,527690,1167,10732,2,PVLP022,DNpe056,2334,2,False,False
LC4,527690,1167,11290,2,PVLP022,DNp66,2334,2,False,False
LC4,16549,106,10106,22,Li30,DNp11,2332,22,True,True
LC4,17375,466,10580,5,SAD064,DNp70,2330,5,True,False
LC4,519389,582,10197,4,AVLP452,DNp02,2328,4,True,False
LC4,519389,582,10259,4,AVLP452,DNp11,2328,4,True,False
LPLC2,16482,101,10091,23,PVLP123,DNpe042,2323,23,True,True
LC4,521693,29,10010,80,PVLP122,DNp01,2320,29,True,True
LPLC2,523921,580,10558,4,PVLP122,DNp35,2320,4,True,False
LC4,19951,773,10117,3,CB3400,DNp02,2319,3,True,False
LPLC2,17831,55,11020,42,LPLC4,DNp05,2310,42,True,True
LPLC2,11435,96,10957,24,LoVP54,DNp69,2304,24,True,True
LPLC2,11883,288,11133,8,PVLP017,DNp70,2304,8,True,False
LC4,27055,47,10989,49,CB4102,DNp03,2303,47,True,True
LPLC2,529031,383,10030,6,GNG300,pIP1,2298,6,True,False
LPLC2,18631,85,11513,27,LPLC4,DNp07,2295,27,True,True
LC4,18628,1146,10957,2,,DNp69,2292,2,False,False
LC4,18628,1146,10752,2,,DNp03,2292,2,False,False
LPLC2,19756,229,11290,10,CB1852,DNp66,2290,10,True,True
LPLC2,588414,254,10283,9,CB4163,DNp103,2286,9,True,False
LC4,15597,228,10417,10,,DNp103,2280,10,True,True
LC4,15597,228,10361,10,,DNg40,2280,10,True,True
LC4,10115,57,10234,40,AVLP016,DNp35,2280,40,True,True
LC4,16482,60,10197,38,PVLP123,DNp02,2280,38,True,True
LC4,15597,228,10931,10,,DNpe045,2280,10,True,True
LC4,15861,134,11137,17,PVLP026,DNp04,2278,17,True,True
LPLC2,570458,69,10931,33,AVLP176_d,DNpe045,2277,33,True,True
LPLC2,10867,758,10923,3,PVLP076,DNg40,2274,3,True,False
LPLC2,10867,758,12628,3,PVLP076,DNpe042,2274,3,True,False
LPLC2,534040,142,10732,16,PVLP015,DNpe056,2272,16,True,True
LC4,527699,454,11334,5,SAD064,DNpe045,2270,5,True,False
LC4,10266,18,11088,126,LT87,DNp55,2268,18,True,True
LPLC2,15665,36,10584,63,SAD064,DNp06,2268,36,True,True
LC4,527694,206,11137,11,CL323,DNp04,2266,11,True,True
LPLC2,15266,103,11177,22,PVLP070,DNp09,2266,22,True,True
LC4,527694,206,10558,11,CL323,DNp35,2266,11,True,True
LC4,76637,151,11137,15,CL323,DNp04,2265,15,True,True
LPLC2,76637,151,11137,15,CL323,DNp04,2265,15,True,True
LC4,76637,151,11334,15,CL323,DNpe045,2265,15,True,True
LPLC2,76637,151,11334,15,CL323,DNpe045,2265,15,True,True
LC4,13600,73,10361,31,CB2664,DNg40,2263,31,True,True
LPLC2,18895,78,10989,29,LPLC4,DNp03,2262,29,True,True
LPLC2,30883,188,10283,12,CL323,DNp103,2256,12,True,True
LPLC2,23664,55,10065,41,LPLC4,DNb05,2255,41,True,True
LPLC2,16445,173,10580,13,PVLP123,DNp70,2249,13,True,True
LPLC2,16445,173,575082,13,PVLP123,DNpe021,2249,13,True,True
LPLC2,20210,68,11513,33,LPLC4,DNp07,2244,33,True,True
LPLC2,29386,38,10989,59,LPLC4,DNp03,2242,38,True,True
LPLC2,11727,448,10584,5,AVLP258,DNp06,2240,5,True,False
LPLC2,11727,448,10732,5,AVLP258,DNpe056,2240,5,True,False
LPLC2,18943,32,10065,70,LPLC4,DNb05,2240,32,True,True
LC4,10020,2239,10228,1,AMMC-A1,DNp06,2239,1,False,False
LC4,10020,2239,10361,1,AMMC-A1,DNg40,2239,1,False,False
LC4,10020,2239,10923,1,AMMC-A1,DNg40,2239,1,False,False
LC4,10020,2239,10234,1,AMMC-A1,DNp35,2239,1,False,False
LC4,10020,2239,10143,1,AMMC-A1,DNp30,2239,1,False,False
LC4,10020,2239,10068,1,AMMC-A1,DNp30,2239,1,False,False
LC4,10020,2239,10010,1,AMMC-A1,DNp01,2239,1,False,False
LPLC2,18628,744,10989,3,,DNp03,2232,3,True,False
LPLC2,18628,744,531898,3,,DNp04,2232,3,True,False
LC4,76505,744,11334,3,,DNpe045,2232,3,True,False
LC4,30883,159,11334,14,CL323,DNpe045,2226,14,True,True
LC4,12053,25,10244,89,SAD106,DNp55,2225,25,True,True
LPLC2,530085,278,10197,8,PVLP022,DNp02,2224,8,True,False
LPLC2,32341,39,10989,57,LPLC4,DNp03,2223,39,True,True
LPLC2,17616,30,10001,74,PVLP123,DNp01,2220,30,True,True
LC4,13794,1110,10068,2,PVLP021,DNp30,2220,2,False,False
LC4,13114,111,10584,20,SAD064,DNp06,2220,20,True,True
LC4,13794,1110,10601,2,PVLP021,DNpe025,2220,2,False,False
LPLC2,515901,27,10118,82,LPLC4,DNb05,2214,27,True,True
LPLC2,11303,85,10417,26,PLP211,DNp103,2210,26,True,True
LPLC2,570458,69,10580,32,AVLP176_d,DNp70,2208,32,True,True
LPLC2,19050,48,10989,46,LPLC4,DNp03,2208,46,True,True
LPLC2,570458,69,10783,32,AVLP176_d,DNp09,2208,32,True,True
LC4,18907,147,33037,15,PVLP123,DNp69,2205,15,True,True
LPLC2,14112,147,12628,15,AVLP370_a,DNpe042,2205,15,True,True
LPLC2,514481,50,33037,44,PVLP123,DNp69,2200,44,True,True
LC4,14106,61,10923,36,CB2664,DNg40,2196,36,True,True
LC4,531983,546,11137,4,AVLP452,DNp04,2184,4,True,False
LPLC2,29523,52,10117,42,CB1638,DNp02,2184,42,True,True
LPLC2,19599,52,10989,42,LPLC4,DNp03,2184,42,True,True
LC4,531983,546,10580,4,AVLP452,DNp70,2184,4,True,False
LPLC2,19580,39,10065,56,LPLC4,DNb05,2184,39,True,True
LC4,12184,42,10580,52,PVLP122,DNp70,2184,42,True,True
LC4,531983,546,10106,4,AVLP452,DNp11,2184,4,True,False
LC4,531983,546,12628,4,AVLP452,DNpe042,2184,4,True,False
LPLC2,10992,363,12218,6,PVLP122,DNpe031,2178,6,True,False
LC4,17908,311,10584,7,WED125,DNp06,2177,7,True,False
LC4,17908,311,11513,7,WED125,DNp07,2177,7,True,False
LC4,12275,435,10234,5,PVLP151,DNp35,2175,5,True,False
LC4,521693,29,10580,75,PVLP122,DNp70,2175,29,True,True
LC4,12275,435,10957,5,PVLP151,DNp69,2175,5,True,False
LC4,19454,2173,10584,1,PVLP024,DNp06,2173,1,False,False
LC4,19454,2173,10957,1,PVLP024,DNp69,2173,1,False,False
LC4,19454,2173,11334,1,PVLP024,DNpe045,2173,1,False,False
LPLC2,20914,35,524001,62,LPLC4,DNp05,2170,35,True,True
LC4,534040,541,10957,4,PVLP015,DNp69,2164,4,True,False
LC4,534040,541,11177,4,PVLP015,DNp09,2164,4,True,False
LC4,534040,541,10989,4,PVLP015,DNp03,2164,4,True,False
LPLC2,26059,47,11020,46,LPLC4,DNp05,2162,46,True,True
LPLC2,524502,47,10783,46,CB4163,DNp09,2162,46,True,True
LPLC2,21159,60,10989,36,LPLC4,DNp03,2160,36,True,True
LPLC2,202892,308,12628,7,,DNpe042,2156,7,True,False
LPLC2,519416,359,10228,6,,DNp06,2154,6,True,False
LPLC2,11697,1076,11133,2,AVLP500,DNp70,2152,2,False,False
LPLC2,11697,1076,531898,2,AVLP500,DNp04,2152,2,False,False
LPLC2,10147,1075,10030,2,LHAD1g1,pIP1,2150,2,False,False
LPLC2,10147,1075,10590,2,LHAD1g1,DNpe052,2150,2,False,False
LPLC2,10147,1075,11573,2,LHAD1g1,DNpe021,2150,2,False,False
LPLC2,10147,1075,10068,2,LHAD1g1,DNp30,2150,2,False,False
LC4,526031,716,10361,3,PVLP021,DNg40,2148,3,True,False
LC4,526031,716,10584,3,PVLP021,DNp06,2148,3,True,False
LC4,526031,716,10143,3,PVLP021,DNp30,2148,3,True,False
LPLC2,15414,55,10001,39,PVLP123,DNp01,2145,39,True,True
LPLC2,10879,9,10584,238,AVLP076,DNp06,2142,9,True,False
LPLC2,11108,7,10957,306,CL286,DNp69,2142,7,True,False
LC4,527536,1069,10283,2,,DNp103,2138,2,False,False
LPLC2,13274,22,10923,97,SAD073,DNg40,2134,22,True,True
LPLC2,10158,711,10259,3,LT56,DNp11,2133,3,True,False
LPLC2,534040,142,10283,15,PVLP015,DNp103,2130,15,True,True
LPLC2,18631,85,11020,25,LPLC4,DNp05,2125,25,True,True
LPLC2,12236,303,12628,7,LC31b,DNpe042,2121,7,True,False
LC4,13600,73,10296,29,CB2664,DNge054,2117,29,True,True
LPLC2,18907,45,10010,47,PVLP123,DNp01,2115,45,True,True
LC4,10146,2114,10234,1,AMMC-A1,DNp35,2114,1,False,False
LC4,10146,2114,10091,1,AMMC-A1,DNpe042,2114,1,False,False
LC4,10146,2114,10923,1,AMMC-A1,DNg40,2114,1,False,False
LC4,517426,192,11020,11,PVLP026,DNp05,2112,11,True,True
LPLC2,21738,44,10118,48,LPLC4,DNb05,2112,44,True,True
LC4,517426,192,10923,11,PVLP026,DNg40,2112,11,True,True
LPLC2,10778,18,10417,117,CL286,DNp103,2106,18,True,True
LPLC2,30194,150,531898,14,SAD013,DNp04,2100,14,True,True
LPLC2,531648,525,11137,4,,DNp04,2100,4,True,False
LC4,11826,350,10580,6,PVLP151,DNp70,2100,6,True,False
LPLC2,524089,42,10752,50,LPLC4,DNp03,2100,42,True,True
LC4,11826,350,11573,6,PVLP151,DNpe021,2100,6,True,False
LC4,12184,42,10117,50,PVLP122,DNp02,2100,42,True,True
LPLC2,12275,2095,10558,1,PVLP151,DNp35,2095,1,False,False
LPLC2,12275,2095,10417,1,PVLP151,DNp103,2095,1,False,False
LPLC2,12275,2095,11177,1,PVLP151,DNp09,2095,1,False,False
LPLC2,12275,2095,11088,1,PVLP151,DNp55,2095,1,False,False
LPLC2,12275,2095,11159,1,PVLP151,DNp71,2095,1,False,False
LC4,34740,299,10283,7,,DNp103,2093,7,True,False
LC4,12557,123,506334,17,PLP093,DNp42,2091,17,True,True
LC4,15815,697,10065,3,PVLP021,DNb05,2091,3,True,False
LPLC2,18605,41,10038,51,LPLC4,pIP1,2091,41,True,True
LC4,15815,697,11159,3,PVLP021,DNp71,2091,3,True,False
LC4,15815,697,11020,3,PVLP021,DNp05,2091,3,True,False
LPLC2,18918,38,10118,55,LPLC4,DNb05,2090,38,True,True
LC4,16930,348,10989,6,CB3513,DNp03,2088,6,True,False
LC4,33761,174,11573,12,PLP150,DNpe021,2088,12,True,True
LC4,33761,174,10063,12,PLP150,DNp27,2088,12,True,True
LC4,16659,417,10601,5,PVLP011,DNpe025,2085,5,True,False
LPLC2,12215,15,10283,139,PVLP122,DNp103,2085,15,True,True
LC4,16659,417,11334,5,PVLP011,DNpe045,2085,5,True,False
LC4,11677,347,10584,6,PVLP151,DNp06,2082,6,True,False
LC4,12395,208,531898,10,IB114,DNp04,2080,10,True,True
LC4,532839,208,10377,10,CL140,DNge054,2080,10,True,True
LPLC2,16445,173,12628,12,PVLP123,DNpe042,2076,12,True,True
LPLC2,11677,2073,11137,1,PVLP151,DNp04,2073,1,False,False
LPLC2,11677,2073,11020,1,PVLP151,DNp05,2073,1,False,False
LPLC2,11677,2073,10732,1,PVLP151,DNpe056,2073,1,False,False
LPLC2,11677,2073,11063,1,PVLP151,DNge032,2073,1,False,False
LPLC2,11677,2073,11334,1,PVLP151,DNpe045,2073,1,False,False
LPLC2,11677,2073,10783,1,PVLP151,DNp09,2073,1,False,False
LPLC2,518588,37,10752,56,LPLC4,DNp03,2072,37,True,True
LC4,17284,296,11334,7,,DNpe045,2072,7,True,False
LPLC2,91616,30,10118,69,LPLC4,DNb05,2070,30,True,True
LPLC2,30883,188,11137,11,CL323,DNp04,2068,11,True,True
LC4,521326,688,531898,3,AVLP259,DNp04,2064,3,True,False
LC4,521326,688,10590,3,AVLP259,DNpe052,2064,3,True,False
LC4,521326,688,10259,3,AVLP259,DNp11,2064,3,True,False
LPLC2,535397,54,10752,38,LPLC4,DNp03,2052,38,True,True
LPLC2,31784,54,10584,38,SAD023,DNp06,2052,38,True,True
LC4,15791,50,10417,41,SAD064,DNp103,2050,41,True,True
LC4,16445,16,10001,128,PVLP123,DNp01,2048,16,True,True
LPLC2,24128,33,10752,62,LPLC4,DNp03,2046,33,True,True
LC4,11472,292,10197,7,PVLP015,DNp02,2044,7,True,False
LPLC2,12215,15,10584,136,PVLP122,DNp06,2040,15,True,True
LPLC2,588414,254,10783,8,CB4163,DNp09,2032,8,True,False
LC4,17556,290,10752,7,,DNp03,2030,7,True,False
LPLC2,527536,290,10752,7,,DNp03,2030,7,True,False
LPLC2,11507,70,10283,29,PLP211,DNp103,2030,29,True,True
LC4,521693,29,33037,70,PVLP122,DNp69,2030,29,True,True
LPLC2,27620,39,10117,52,CB1638,DNp02,2028,39,True,True
LC4,16459,2026,10296,1,PVLP024,DNge054,2026,1,False,False
LC4,16459,2026,10228,1,PVLP024,DNp06,2026,1,False,False
LC4,16459,2026,11573,1,PVLP024,DNpe021,2026,1,False,False
LPLC2,16887,135,10117,15,AVLP259,DNp02,2025,15,True,True
LC4,15261,46,10010,44,CB2664,DNp01,2024,44,True,True
LC4,17065,673,11020,3,CB3513,DNp05,2019,3,True,False
LC4,17065,673,10068,3,CB3513,DNp30,2019,3,True,False
LC4,17065,673,10705,3,CB3513,DNc02,2019,3,True,False
LPLC2,11435,96,10117,21,LoVP54,DNp02,2016,21,True,True
LC4,12184,42,12628,48,PVLP122,DNpe042,2016,42,True,True
LC4,19924,63,10197,32,CB2664,DNp02,2016,32,True,True
LC4,556033,155,10361,13,,DNg40,2015,13,True,True
LC4,17616,33,10283,61,PVLP123,DNp103,2013,33,True,True
LPLC2,18661,30,10065,67,LPLC4,DNb05,2010,30,True,True
LC4,15733,250,519771,8,CB3544,DNp71,2000,8,True,False
LPLC2,514481,50,10931,40,PVLP123,DNpe045,2000,40,True,True
LC4,15733,250,10957,8,CB3544,DNp69,2000,8,True,False
LPLC2,19658,200,10283,10,PVLP074,DNp103,2000,10,True,True
LPLC2,18970,37,10065,54,LPLC4,DNb05,1998,37,True,True
LC4,14586,57,11177,35,LC31b,DNp09,1995,35,True,True
LPLC2,11187,105,531898,19,LoVP54,DNp04,1995,19,True,True
LC4,10017,1992,10244,1,AMMC-A1,DNp55,1992,1,False,False
LC4,10017,1992,10234,1,AMMC-A1,DNp35,1992,1,False,False
LC4,10017,1992,10091,1,AMMC-A1,DNpe042,1992,1,False,False
LPLC2,527694,51,10283,39,CL323,DNp103,1989,39,True,True
LPLC2,12041,497,575082,4,AVLP396,DNpe021,1988,4,True,False
LPLC2,12041,497,11020,4,AVLP396,DNp05,1988,4,True,False
LPLC2,16438,662,10063,3,PVLP071,DNp27,1986,3,True,False
LC4,18648,64,11137,31,PVLP100,DNp04,1984,31,True,True
LPLC2,15664,31,10118,64,LPLC4,DNb05,1984,31,True,True
LPLC2,16554,991,575082,2,PVLP071,DNpe021,1982,2,False,False
LPLC2,14594,66,10091,30,AVLP169,DNpe042,1980,30,True,True
LPLC2,147605,988,10449,2,,DNpe025,1976,2,False,False
LC4,13825,197,10732,10,AVLP429,DNpe056,1970,10,True,True
LC4,10173,394,10106,5,PVLP151,DNp11,1970,5,True,False
LPLC2,22212,1968,10063,1,PVLP111,DNp27,1968,1,False,False
LPLC2,22212,1968,11177,1,PVLP111,DNp09,1968,1,False,False
LPLC2,10609,492,10752,4,PVLP120,DNp03,1968,4,True,False
LC4,38037,24,10783,82,PLP018,DNp09,1968,24,True,True
LPLC2,22212,1968,10283,1,PVLP111,DNp103,1968,1,False,False
LC4,31006,48,10989,41,LC23,DNp03,1968,41,True,True
LPLC2,10887,393,10065,5,IB114,DNb05,1965,5,True,False
LPLC2,10887,393,10001,5,IB114,DNp01,1965,5,True,False
LPLC2,10887,393,10931,5,IB114,DNpe045,1965,5,True,False
LPLC2,10887,393,10118,5,IB114,DNb05,1965,5,True,False
LPLC2,531985,13,10957,151,PVLP010,DNp69,1963,13,True,True
LC4,10992,979,12222,2,PVLP122,DNpe031,1958,2,False,False
LC4,11435,11,10283,178,LoVP54,DNp103,1958,11,True,True
LC4,10992,979,10244,2,PVLP122,DNp55,1958,2,False,False
LC4,10992,979,10584,2,PVLP122,DNp06,1958,2,False,False
LC4,512121,89,10010,22,CB1280,DNp01,1958,22,True,True
LPLC2,531620,31,10118,63,LPLC4,DNb05,1953,31,True,True
LPLC2,18977,30,10283,65,CB4163,DNp103,1950,30,True,True
LPLC2,514481,50,10417,39,PVLP123,DNp103,1950,39,True,True
LPLC2,517426,39,10228,50,PVLP026,DNp06,1950,39,True,True
LPLC2,10297,974,10038,2,LHAD1g1,pIP1,1948,2,False,False
LPLC2,10297,974,11632,2,LHAD1g1,DNpe052,1948,2,False,False
LPLC2,10297,974,11088,2,LHAD1g1,DNp55,1948,2,False,False
LC4,85544,487,10931,4,AVLP452,DNpe045,1948,4,True,False
LC4,85544,487,10580,4,AVLP452,DNp70,1948,4,True,False
LPLC2,530085,278,575082,7,PVLP022,DNpe021,1946,7,True,False
LPLC2,21342,216,10361,9,CL323,DNg40,1944,9,True,False
LPLC2,21342,216,10259,9,CL323,DNp11,1944,9,True,False
LPLC2,531682,72,10601,27,CB1688,DNpe025,1944,27,True,True
LPLC2,15718,10,10234,194,WED072,DNp35,1940,10,True,True
LC4,38423,38,10228,51,CB2940,DNp06,1938,38,True,True
LPLC2,527690,323,10117,6,PVLP022,DNp02,1938,6,True,False
LPLC2,29859,44,10001,44,SAD023,DNp01,1936,44,True,True
LC4,16904,484,10584,4,AVLP259,DNp06,1936,4,True,False
LPLC2,12145,42,10063,46,LoVP53,DNp27,1932,42,True,True
LC4,10297,322,11334,6,LHAD1g1,DNpe045,1932,6,True,False
LC4,22292,46,10361,42,AVLP094,DNg40,1932,42,True,True
LPLC2,21352,47,10065,41,LPLC4,DNb05,1927,41,True,True
LPLC2,13919,26,10584,74,CL022_b,DNp06,1924,26,True,True
LPLC2,532839,128,10244,15,CL140,DNp55,1920,15,True,True
LC4,18648,64,10558,30,PVLP100,DNp35,1920,30,True,True
LPLC2,529031,383,10244,5,GNG300,DNp55,1915,5,True,False
LPLC2,529031,383,10065,5,GNG300,DNb05,1915,5,True,False
LC4,10082,58,10558,33,AVLP016,DNp35,1914,33,True,True
LPLC2,17302,49,10989,39,LPLC4,DNp03,1911,39,True,True
LPLC2,513904,10,10259,191,SAD049,DNp11,1910,10,True,True
LPLC2,10448,318,10283,6,PVLP093,DNp103,1908,6,True,False
LC4,30883,159,10283,12,CL323,DNp103,1908,12,True,True
LPLC2,18718,34,10118,56,LPLC4,DNb05,1904,34,True,True
LC4,10925,11,10584,173,AVLP542,DNp06,1903,11,True,True
LPLC2,11472,43,10259,44,PVLP015,DNp11,1892,43,True,True
LC4,17404,35,10361,54,AVLP202,DNg40,1890,35,True,True
LPLC2,11545,45,536048,42,LoVP53,DNp27,1890,42,True,True
LPLC2,33474,30,10001,63,SAD049,DNp01,1890,30,True,True
LC4,18275,59,524001,32,CL128a,DNp05,1888,32,True,True
LC4,13122,943,10449,2,PVLP130,DNpe025,1886,2,False,False
LPLC2,17677,46,10989,41,LPLC4,DNp03,1886,41,True,True
LC4,13122,943,10752,2,PVLP130,DNp03,1886,2,False,False
LC4,13122,943,10377,2,PVLP130,DNge054,1886,2,False,False
LPLC2,530850,46,11133,41,AVLP176_d,DNp70,1886,41,True,True
LC4,19187,269,10752,7,WED125,DNp03,1883,7,True,False
LPLC2,16930,33,10001,57,CB3513,DNp01,1881,33,True,True
LC4,12957,40,10228,47,LT61b,DNp06,1880,40,True,True
LC4,14168,188,10234,10,CB1932,DNp35,1880,10,True,True
LC4,12957,40,10584,47,LT61b,DNp06,1880,40,True,True
LC4,531648,939,10989,2,,DNp03,1878,2,False,False
LC4,531648,939,10106,2,,DNp11,1878,2,False,False
LC4,531648,939,10957,2,,DNp69,1878,2,False,False
LC4,531648,939,10923,2,,DNg40,1878,2,False,False
LC4,531648,939,11334,2,,DNpe045,1878,2,False,False
LC4,531985,938,10143,2,PVLP010,DNp30,1876,2,False,False
LC4,531985,938,11334,2,PVLP010,DNpe045,1876,2,False,False
LC4,19302,625,10752,3,,DNp03,1875,3,True,False
LC4,532839,208,10417,9,CL140,DNp103,1872,9,True,False
LPLC2,10644,156,10063,12,PLP163,DNp27,1872,12,True,True
LPLC2,10644,156,536048,12,PLP163,DNp27,1872,12,True,True
LPLC2,18895,78,11020,24,LPLC4,DNp05,1872,24,True,True
LC4,14091,267,519771,7,CB3544,DNp71,1869,7,True,False
LC4,15665,311,11334,6,SAD064,DNpe045,1866,6,True,False
LC4,17375,466,10931,4,SAD064,DNpe045,1864,4,True,False
LPLC2,12723,9,10558,207,AVLP591,DNp35,1863,9,True,False
LC4,519413,310,531898,6,PLP029,DNp04,1860,6,True,False
LPLC2,18687,31,11133,60,CB3019,DNp70,1860,31,True,True
LC4,523921,923,11290,2,PVLP122,DNp66,1846,2,False,False
LC4,523921,923,10417,2,PVLP122,DNp103,1846,2,False,False
LC4,24411,23,10584,80,PVLP124,DNp06,1840,23,True,True
LC4,11272,8,10010,230,PVLP062,DNp01,1840,8,True,False
LPLC2,15890,919,10106,2,PVLP071,DNp11,1838,2,False,False
LPLC2,10936,18,10228,102,LT61b,DNp06,1836,18,True,True
LC4,513904,51,10197,36,SAD049,DNp02,1836,36,True,True
LPLC2,10995,612,11334,3,PVLP120,DNpe045,1836,3,True,False
LPLC2,21483,34,10065,54,LPLC4,DNb05,1836,34,True,True
LPLC2,22574,367,12222,5,CB1852,DNpe031,1835,5,True,False
LPLC2,21352,47,11513,39,LPLC4,DNp07,1833,39,True,True
LPLC2,26167,47,10989,39,LPLC4,DNp03,1833,39,True,True
LPLC2,11252,305,12218,6,PVLP017,DNpe031,1830,6,True,False
LPLC2,17616,30,10283,61,PVLP123,DNp103,1830,30,True,True
LC4,65991,912,10223,2,PVLP021,DNpe056,1824,2,False,False
LC4,11545,16,10118,114,LoVP53,DNb05,1824,16,True,True
LC4,65991,912,10234,2,PVLP021,DNp35,1824,2,False,False
LC4,65991,912,10417,2,PVLP021,DNp103,1824,2,False,False
LC4,10257,1821,33037,1,AMMC-A1,DNp69,1821,1,False,False
LC4,10257,1821,10931,1,AMMC-A1,DNpe045,1821,1,False,False
LPLC2,20175,70,11513,26,LPLC4,DNp07,1820,26,True,True
LPLC2,19599,52,10038,35,LPLC4,pIP1,1820,35,True,True
LPLC2,11507,70,531898,26,PLP211,DNp04,1820,26,True,True
LPLC2,18981,227,12218,8,,DNpe031,1816,8,True,False
LPLC2,15414,55,10558,33,PVLP123,DNp35,1815,33,True,True
LPLC2,519392,55,10590,33,WED061,DNpe052,1815,33,True,True
LC4,562991,302,11334,6,LoVP85,DNpe045,1812,6,True,False
LC4,21342,362,10752,5,CL323,DNp03,1810,5,True,False
LC4,21342,362,11513,5,CL323,DNp07,1810,5,True,False
LC4,18090,27,10117,67,CB4180,DNp02,1809,27,True,True
LC4,11883,42,10283,43,PVLP017,DNp103,1806,42,True,True
LC4,10728,164,10228,11,WED116,DNp06,1804,11,True,True
LPLC2,18605,41,10989,44,LPLC4,DNp03,1804,41,True,True
LC4,10728,164,10417,11,WED116,DNp103,1804,11,True,True
LPLC2,22495,72,11088,25,CB1852,DNp55,1800,25,True,True
LC4,20143,62,10752,29,CB4102,DNp03,1798,29,True,True
LPLC2,519416,359,10752,5,,DNp03,1795,5,True,False
LPLC2,519416,359,10957,5,,DNp69,1795,5,True,False
LC4,34740,299,11137,6,,DNp04,1794,6,True,False
LC4,34740,299,10989,6,,DNp03,1794,6,True,False
LC4,20338,163,10001,11,CB1498,DNp01,1793,11,True,True
LPLC2,11727,448,10068,4,AVLP258,DNp30,1792,4,True,False
LPLC2,17307,32,10065,56,LPLC4,DNb05,1792,32,True,True
LPLC2,13909,28,10118,64,LPLC4,DNb05,1792,28,True,True
LC4,16246,597,11290,3,AVLP259,DNp66,1791,3,True,False
LPLC2,26167,47,10065,38,LPLC4,DNb05,1786,38,True,True
LPLC2,11187,105,10197,17,LoVP54,DNp02,1785,17,True,True
LPLC2,18631,85,10989,21,LPLC4,DNp03,1785,21,True,True
LPLC2,11303,85,10957,21,PLP211,DNp69,1785,21,True,True
LC4,523564,594,10244,3,PVLP011,DNp55,1782,3,True,False
LPLC2,523626,891,10030,2,PVLP071,pIP1,1782,2,False,False
LC4,12242,66,10584,27,SAD055,DNp06,1782,27,True,True
LC4,12556,99,10713,18,PLP093,DNp42,1782,18,True,True
LC4,17284,296,10989,6,,DNp03,1776,6,True,False
LC4,17284,296,522345,6,,DNpe037,1776,6,True,False
LPLC2,19050,48,11513,37,LPLC4,DNp07,1776,37,True,True
LPLC2,13036,61,10244,29,AVLP370_a,DNp55,1769,29,True,True
LC4,12184,42,10931,42,PVLP122,DNpe045,1764,42,True,True
LC4,516152,36,10001,49,PVLP027,DNp01,1764,36,True,True
LC4,12184,42,10106,42,PVLP122,DNp11,1764,42,True,True
LPLC2,23394,43,10118,41,LPLC4,DNb05,1763,41,True,True
LPLC2,25438,40,10228,44,SAD064,DNp06,1760,40,True,True
LC4,11043,352,522345,5,LPT60,DNpe037,1760,5,True,False
LPLC2,25438,40,10417,44,SAD064,DNp103,1760,40,True,True
LPLC2,25840,44,10065,40,LPLC4,DNb05,1760,40,True,True
LC4,17939,176,10106,10,PVLP046,DNp11,1760,10,True,True
LC4,18090,27,10010,65,CB4180,DNp01,1755,27,True,True
LPLC2,18558,27,10118,65,LPLC4,DNb05,1755,27,True,True
LPLC2,18907,45,10234,39,PVLP123,DNp35,1755,39,True,True
LC4,11397,103,10989,17,SAD013,DNp03,1751,17,True,True
LPLC2,10263,250,10361,7,GNG300,DNg40,1750,7,True,False
LC4,15733,250,10584,7,CB3544,DNp06,1750,7,True,False
LC4,30883,159,11137,11,CL323,DNp04,1749,11,True,True
LPLC2,530850,46,10584,38,AVLP176_d,DNp06,1748,38,True,True
LC4,22292,46,11133,38,AVLP094,DNp70,1748,38,True,True
LPLC2,10778,18,10931,97,CL286,DNpe045,1746,18,True,True
LC4,37598,134,11137,13,PVLP066,DNp04,1742,13,True,True
LC4,12275,435,10010,4,PVLP151,DNp01,1740,4,True,False
LPLC2,523921,580,10228,3,PVLP122,DNp06,1740,3,True,False
LC4,17556,290,10783,6,,DNp09,1740,6,True,False
LC4,524753,47,10417,37,PVLP124,DNp103,1739,37,True,True
LC4,20143,62,10417,28,CB4102,DNp103,1736,28,True,True
LC4,11677,347,12222,5,PVLP151,DNpe031,1735,5,True,False
LC4,11677,347,10580,5,PVLP151,DNp70,1735,5,True,False
